Title,Description,Keywords,event0,event1,event2,Answer.feedback,Answer.input_event,Answer.q1-obj-use1,Answer.q1-obj-use2,Answer.q1-obj-use3,Answer.q1-obj-use4,Answer.q1-obj1,Answer.q1-obj2,Answer.q1-obj3,Answer.q1-obj4,Answer.q2-obj-use1,Answer.q2-obj-use2,Answer.q2-obj-use3,Answer.q2-obj-use4,Answer.q2-obj1,Answer.q2-obj2,Answer.q2-obj3,Answer.q2-obj4,Answer.q3-obj-use1,Answer.q3-obj-use2,Answer.q3-obj-use3,Answer.q3-obj-use4,Answer.q3-obj1,Answer.q3-obj2,Answer.q3-obj3,Answer.q3-obj4,Answer.req-obj1-na,Answer.req-obj1-sense,Answer.req-obj2-na,Answer.req-obj2-sense,Answer.req-obj3-na,Answer.req-obj3-sense,Approve,Reject
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX makes a bowl in class,PersonX boils oil on the stove,PersonX explains the jewel on the basis,{},PersonX makes a bowl in class|PersonX boils oil on the stove|PersonX explains the jewel on the basis,make bowl,make bowl,{},{},clay,ceramics,{},{},boil oil,boil oil,{},{},pots,pans,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX stops and get food,PersonX leaves the school soon,PersonX tries and make a sculpture,{},PersonX stops and get food|PersonX leaves the school soon|PersonX tries and make a sculpture,buy food,locate food store,{},{},money,map,{},{},tell time,tell time,{},{},watch,clock,{},{},make sculpture,make a sculpture,{},{},rocks,clay,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX returns books to the library,PersonX gives people baskets,PersonX hits punching bag instead,{},PersonX returns books to the library|PersonX gives people baskets|PersonX hits punching bag instead,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX purchases phones online,PersonX takes the laptop out of the box,PersonX watches television with PersonX's girlfriend,{},PersonX purchases phones online|PersonX takes the laptop out of the box|PersonX watches television with PersonX,make the purchase,view the webpage,connect to the internet,receive package with phones when it arrives.,credit card,laptop,router,mailbox,open the box,purchase the laptop,transport laptop back to house.,{},box cutter,money,car,{},watch,sit on while watching.,drink while watching.,{},television,couch,soda,{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX ties laces together,PersonX gets shoes quickly,PersonX changes pants back,{},PersonX ties laces together|PersonX gets shoes quickly|PersonX changes pants back,tie together,tie the laces,{},{},laces,hands,{},{},acquire in a timely fashion,retrieve the shoes,{},{},shoes,store,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives child a hug,PersonX gets hair off PersonX's chest,PersonX places a downpayment for this item,{},PersonX gives child a hug|PersonX gets hair off PersonX|PersonX places a downpayment for this item,{},{},{},{},{},{},{},{},remove hair,{},{},{},wax/razor,{},{},{},make downpayment,{},{},{},money,{},{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX reduces to a minimum the wine,PersonX drives the dog in PersonY's new car,PersonX cries tears unto PersonY,{},PersonX reduces to a minimum the wine|PersonX drives the dog in PersonY|PersonX cries tears unto PersonY,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX starves the dog into submission,PersonX explains the globe on the basis,PersonX buys cars at the price,{},PersonX starves the dog into submission|PersonX explains the globe on the basis|PersonX buys cars at the price,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},buy cars,purchase from,{},{},money,car dealer,{},{},0.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX buys cabbage that day,PersonX rides bikes together,PersonX protects the public 's water supply,{},PersonX buys cabbage that day|PersonX rides bikes together|PersonX protects the public,purchase,shop,{},{},wallet,money,{},{},{},{},{},{},{},{},{},{},sift away dirt,shield water,{},{},filters,dams,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts pencil to paper,PersonX carries home the takeout,PersonX puts PersonX's chair together,{},PersonX puts pencil to paper|PersonX carries home the takeout|PersonX puts PersonX,write on,write with,sharpen the pencil,have lots of paper,paper,pencil,sharpener,notebook,carry food in,help easily carry the food,pay for the takeout,{},container,bag,money,{},put the chair together with,know how to put chair together correctly,{},{},tools,directions,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives his kid an allowance,PersonX gets everyone 's phone,PersonX spends some money looking,{},PersonX gives his kid an allowance|PersonX gets everyone |PersonX spends some money looking,give money to,give the kids for allowance,{},{},kids,money,{},{},receive from others,receive from others,{},{},phone,more phones,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets candy from the vending machine,PersonX plays another card,PersonX needs another drink,{},PersonX gets candy from the vending machine|PersonX plays another card|PersonX needs another drink,hold money,pay for candy,{},{},wallet,money,{},{},previously play,play,{},{},card,card,{},{},have had before,to drink,{},{},beverage,beverage,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX tries and make a painting,PersonX finds clothes at a store,PersonX wears PersonX's patch on PersonX's sleeve,{},PersonX tries and make a painting|PersonX finds clothes at a store|PersonX wears PersonX,paint,paint,{},{},some paper,markers,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX divides candy into groups,PersonX revenges PersonX's father 's dog,PersonX takes cigarettes during the years,{},PersonX divides candy into groups|PersonX revenges PersonX|PersonX takes cigarettes during the years,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays a trumpet in the formation,PersonX turns PersonX's television to the wall,PersonX recently lost the keys,{},PersonX plays a trumpet in the formation|PersonX turns PersonX|PersonX recently lost the keys,play,form the formation,{},{},Trumpet,people,{},{},turn,mount tv,{},{},television,wall,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX places a fence in the way,PersonX treats dogs fairly,PersonX classifies the chart according,{},PersonX places a fence in the way|PersonX treats dogs fairly|PersonX classifies the chart according,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets candy from PersonX's boss,PersonX ties Paper around PersonX's neck,PersonX strikes pain into the hearts,{},PersonX gets candy from PersonX|PersonX ties Paper around PersonX|PersonX strikes pain into the hearts,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX cooks eggs on the stove,PersonX spends time with PersonY's family,PersonX gives the dog a haircut,{},PersonX cooks eggs on the stove|PersonX spends time with PersonY|PersonX gives the dog a haircut,cook eggs,cook eggs,{},{},pots,pans,{},{},{},{},{},{},{},{},{},{},give dog haircut,give dog haircut,{},{},scissors,cutters,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX brings bags to the store,PersonX helps students with problems,PersonX throws eggs at PersonY's house,{},PersonX brings bags to the store|PersonX helps students with problems|PersonX throws eggs at PersonY,bring to the store,{},{},{},bags,{},{},{},{},{},{},{},{},{},{},{},throw them,{},{},{},eggs,{},{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX shakes PersonX's purse sadly,PersonX lays PersonX's blanket upon it,PersonX contacts the shirt with water,{},PersonX shakes PersonX|PersonX lays PersonX|PersonX contacts the shirt with water,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts scarf on PersonY's shoulder,PersonX meets the cats well,PersonX wipes away the juice,{},PersonX puts scarf on PersonY|PersonX meets the cats well|PersonX wipes away the juice,place on upper torso,{},{},{},winter neck wrap,{},{},{},{},{},{},{},{},{},{},{},remove the liquid,{},{},{},a cloth,{},{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX grabs a soda from the fridge,PersonX takes the test key,PersonX raises PersonX's cup to PersonX's lips,{},PersonX grabs a soda from the fridge|PersonX takes the test key|PersonX raises PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX buys a car at a price,PersonX eliminates every ant,PersonX finds clothes under PersonY's bed,{},PersonX buys a car at a price|PersonX eliminates every ant|PersonX finds clothes under PersonY,buy car,buy car,{},{},money,coins,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
