Title,Description,Keywords,event1,durations1,event2,durations2,event3,durations3
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",warned him,0.00|0.00|0.00|0.00|0.82|0.00|0.18|0.00|0.00|0.00|0.00,had no news,0.00|0.00|0.08|0.17|0.00|0.67|0.08|0.00|0.00|0.00|0.00,stay out to sea,0.00|0.00|0.00|0.91|0.09|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",excluded people with hearing loss,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,conducted in  depth surveys,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,stay in their job,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",battling an islamic insurgency,0.00|0.00|0.00|0.00|0.00|0.00|0.71|0.29|0.00|0.00|0.00,rose 3 percent to,0.00|0.00|0.00|0.00|0.00|0.07|0.93|0.00|0.00|0.00|0.00,sold off stocks,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",battling a number of rebel,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,marked the biggest advance since,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,light all us homes,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",hold that position,0.27|0.09|0.00|0.00|0.55|0.00|0.09|0.00|0.00|0.00|0.00,coached the side,0.00|0.00|0.00|0.00|0.31|0.00|0.69|0.00|0.00|0.00|0.00,seen his son,0.00|0.00|0.00|0.00|0.00|0.05|0.65|0.30|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",served in brazil s armed,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,hold the suspects,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,remained in captivity,0.00|0.00|0.00|0.87|0.13|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",hovered over the site,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,neutralized,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,pit,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",run the team,0.00|0.00|0.00|0.24|0.12|0.00|0.53|0.12|0.00|0.00|0.00,heading a one  party,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,delaying them,0.00|0.06|0.61|0.06|0.00|0.22|0.06|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",stayed in the same job,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,lived in the desert,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.60|0.40|0.00|0.00,served as acting president,0.00|0.00|0.15|0.54|0.00|0.23|0.08|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",pipe gasoline from major california,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,put the state in,0.00|0.00|0.00|0.00|0.00|0.00|0.92|0.08|0.00|0.00|0.00,won the category,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",languished in parliament,0.00|0.00|0.00|0.00|0.00|0.21|0.79|0.00|0.00|0.00|0.00,felt good,0.00|0.21|0.07|0.21|0.21|0.21|0.07|0.00|0.00|0.00|0.00,remained in hospital,0.00|0.00|0.06|0.44|0.33|0.17|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",eluded astronomers,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.91|0.09|0.00|0.00,suffered from schizophrenia,0.00|0.00|0.00|0.00|0.00|0.00|0.45|0.55|0.00|0.00|0.00,remain at the head of,0.00|0.00|0.00|0.00|0.00|0.80|0.00|0.20|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",remained in the country,0.00|0.00|0.00|0.00|0.59|0.24|0.12|0.06|0.00|0.00|0.00,considered the sla militiamen collaborators,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,visited north korea,0.00|0.00|0.00|0.82|0.18|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",walked around the neighborhood,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,held in libya,0.00|0.00|0.00|0.25|0.00|0.00|0.75|0.00|0.00|0.00|0.00,stayed out of the batter,1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",stopped the match,0.00|0.75|0.25|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,rule him out of action,0.00|0.00|0.00|0.00|0.40|0.60|0.00|0.00|0.00|0.00|0.00,remain dependent on foreign aid,0.00|0.00|0.00|0.00|0.00|0.00|0.64|0.36|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",seen its market share slip,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,stays below dlrs 22,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,closed off the swiss indoors,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",refused to speak to,0.00|0.00|0.00|0.00|0.00|0.83|0.17|0.00|0.00|0.00|0.00,raised tariffs,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,blocked a main street,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",barred from competing,0.00|0.00|0.00|0.58|0.00|0.00|0.42|0.00|0.00|0.00|0.00,battling injuries,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,sent off,0.00|0.94|0.00|0.00|0.00|0.00|0.06|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",waffled,0.00|0.00|0.00|0.00|0.70|0.00|0.00|0.30|0.00|0.00|0.00,holed up in the church,0.00|0.00|0.00|0.70|0.30|0.00|0.00|0.00|0.00|0.00|0.00,keep you going,0.00|0.00|0.23|0.00|0.08|0.08|0.15|0.46|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",reading the judgment,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,stalking the club,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,record a recession,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",groomed for the throne,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,shutting,0.00|0.00|0.40|0.40|0.20|0.00|0.00|0.00|0.00|0.00|0.00,release 70 soldiers captive,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",had treatment behind the goal,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,fixed the yuan  dollar,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,play that nonchalantly,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",lived on social benefits,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,operated by wgampa,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,set the standard,0.00|0.00|0.00|0.00|0.00|0.00|0.76|0.18|0.06|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",fighting in court,0.00|0.00|0.00|0.00|0.00|0.00|0.70|0.30|0.00|0.00|0.00,bring to a simmer,0.00|0.36|0.64|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,headed the agency,0.00|0.00|0.00|0.00|0.00|0.10|0.80|0.10|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",ruled the nation with,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,hovered over southern china,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,sitting next to us,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",left its key rate unchanged,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,evade arrest,0.00|0.00|0.00|0.00|0.23|0.15|0.38|0.23|0.00|0.00|0.00,seize the eastern rebel bastion,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",weighed down,0.00|0.00|0.00|0.12|0.35|0.06|0.47|0.00|0.00|0.00|0.00,deploy into kosovo,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,declared president,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",ordered the ban on facebook,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,have something to complain about,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,left thousands of travelers stranded,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",fraying,0.00|0.00|0.00|0.00|0.00|0.88|0.06|0.06|0.00|0.00|0.00,left britain,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,worked on behalf of,0.00|0.00|0.00|0.00|0.00|0.00|0.57|0.43|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",obsessed,0.00|0.00|0.00|0.08|0.17|0.00|0.67|0.00|0.08|0.00|0.00,had the condition,0.00|0.00|0.00|0.00|0.00|0.71|0.21|0.07|0.00|0.00|0.00,freeze interest rates,0.00|0.00|0.00|0.00|0.00|0.10|0.90|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",governed with the social democrats,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,extended un authorization for,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,trapped in their houses,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",suffering under sanctions,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,rose 176 percent in fiscal,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,feasted,0.00|0.00|0.00|0.25|0.08|0.00|0.58|0.00|0.08|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",walking off the job,0.00|0.00|0.94|0.06|0.00|0.00|0.00|0.00|0.00|0.00|0.00,stranded in piraeus,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,grappling with poverty  corruption,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",made a regular pilgrimage to,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,battling a shadowy rebel movement,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,lifted five times,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",feeds two million berliners,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,sway,0.21|0.79|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,getting electricity,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",cycling,0.00|0.10|0.40|0.00|0.00|0.00|0.20|0.30|0.00|0.00|0.00,holding one of them,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,bouncing around,0.00|0.00|0.00|0.33|0.00|0.17|0.50|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",conducting negotiations by telephone with,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,holed up in the mosque,0.00|0.00|0.60|0.00|0.40|0.00|0.00|0.00|0.00|0.00|0.00,drove roberts to work,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",remain on the island,0.00|0.00|0.00|0.25|0.17|0.58|0.00|0.00|0.00|0.00|0.00,preparing for the storm,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,fix steel prices,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
