Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves halloween,tranquil,calm,passionless,mature,stifle,sedate,not fun loving,bored,complicated,staid,untalented,subdued,staid,unexcited,tranquil,calm,bored,unresourceful,serene,uncreative,spiritless,listless,bored,not entertained,depressed,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels a pain,not in pain,therapeutic,uninjured,healthy,be_well,beneficial,not pained,//,//,//,not in pain,be_well,not frusterated,be_well,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is good for PersonY,cranky,biting,unfriendly,biting,icky,freezing,quarrelsome,cantankerous,nasty,saucy,sneering,discontent,queasy,not appreciated,envious,restless,worst,morose,bad,demonic,unloved,fall_short_of,jealous,grouchy,dissatisfy,lonely,unsatisfied,queasy,not appreciative of personx,not like a better person
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX celebrates PersonX's anniversary,querulous,livid,anxious,enraged,humble,staid,calm,irascible,depressed,sad,spiteful,unloving,humble,not nan,hate,frigid,appalling,unloved,lonely,//,abandoned,unloved,lonely,forsaken,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes on PersonY's way,touchy,indifferent,burdensome,uneasy,nosy,concerned,prejudiced,inquisitive,intent,frank,not releaved,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX challenges PersonY to a game,dopey,cautious,foolish,scared,cowardly,frightened,meek,idiotic,fearful,stupid,unconcerned,serene,disinterested,sedate,dispassionate,uneager,subdued,calm,apathetic,bored,assured,exhausted,unconcerned,composed,confident,calm,happy,tranqil,content,limp
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves horses,discomposure,emotional,piercing,distraught,flustered,jumpy,harsh,panicky,crazy,sardonic,subdued,unhappy,irascible,wrathful,cranky,gloomy,irate,grouchy,remorseful,surly,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels awkward,dauntless,confident,macho,outspoken,subservient,unafraid,daring,arrogant,subordinate,fearless,kind,adept,comfortable,pleasant,pleasant,graceful,kind,not alone,comfortable,lithe,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX changes PersonX's form,disinterested,untalented,ironclad,unimaginative,unfruitful,uninspired,strict,wooden,intent,not transforming,worsen,disadvantageously,defenseless,worse,exasperated,bad,weak,feeble,badly,ill,alike,same,identical,equal,like,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels bad,inhabited,innocent,insensitive,unsusceptible,soulless,unfeeling,crass,well-intentioned,well-intentioned,populated,happy-go-lucky,healthy,lighthearted,jolly,well,tranquil,happy-go-lucky,tranquil,pleased,keep_down,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes out of PersonX's way,defeated,unsure,undetermined,not booming,caducous,//,//,//,//,//,vital,bulky,gargantuan,colossal,big,jumbo,gigantic,grand,mammoth,massive,ungrateful,not appreciation,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves nature,turbulent,devoted,battleful,hideous,fierce,warlike,resentful,turbulent,hysterical,unpeaceful,remorseful,queasy,wrathful,cantankerous,cranky,blue,irritable,grieving,irascible,dissatisfy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX changes PersonX's shape,uncreative,usual,standard,unsure,simple,unfruitful,easy,untalented,normal,uninspired,not more attractive,unfit,disagree,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is happily married,lost,appalling,hate,pitiful,unfaithful,spiteful,unloving,woeful,suspicious,unsure,unloving,frigid,not jubliant,hate,not adoring,frigid,hate,lonely,appalling,unloving,frigid,unloved,grave,calm,unloving,spiteful,nonchalant,unexcited,subdued,insensitive
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels bad about it,merciless,ecstatic,gleeful,blissful,joyful,unmerciful,jubilant,remorseless,joyful,glad,not forgiven,not disappointed that they failed a test.,//,//,//,//,//,//,//,//,be_well,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes out with PersonY's friends,condescending,frigid,severe,ornery,icy,reclusive,hateful,not fun loving,introverted,belligerent,hideous,enraged,dismal,blue,glum,sad,not enjoying,gruesome,plaintive,anguished,gruesome,rested,morose,irritable,mad,anguished,repulsive,quarrelsome,icy,unhappy
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is highschool sweethearts,disenchanting,pessimistic,meek,jealous,gloomy,despairing,morose,upset,hopeless,demure,not in love,not like they have someone that cares even though they are still young,//,//,//,//,//,//,//,//,not in love,not reciprocal affection,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels bad afterwards,remorseless,jubilant,impenitent,jocular,merciless,glad,lighthearted,righteous,rosy,hilarious,jocular,jolly,jaunty,overjoyed,glad,cheerful,merry,jubilant,happy,unregretful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is in PersonX's living room,not relaxing,hardworking,obnoxious,hideous,busy,frosty,unfriendly,abrupt,hasty,athletic,restless,out,flustered,tense,bleak,dangerous,unsafe,queasy,uncomfortable,envious,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes perfectly,dull,unable,unskilled,gloomy,untalented,incompetent,dark,clumsy,inexpert,not leave,not contented with himself,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves photography,unimaginative,uncreative,uncreative,ugly,distasteful,unimaginative,not hobbyist,passionless,unimaginative,ugly,serene,bored,anguished,upset,sorrowful,stifle,glum,melancholy,miserable,sedate,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX changes PersonY,uninfluential,untalented,incapable,not scares,not inspirational,inept,unable,inexpert,unskilled,not activitiers,unsuccessful,lost,//,//,//,//,//,//,//,//,morose,pessimistic,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels bad but,despairing,discouraged,wretched,ethical,desperate,hopeless,innocent,pessimistic,gloomy,woeful,not empathetic,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is in PersonY's house,not sharing,unhazardous,harmless,hostile,nonchalant,repulsive,idiotic,daring,belligerent,shamed,queasy,anxious,moody,irritable,dismal,grumpy,miserable,unhappy,blue,livid,hideous,sore,blue,not cheered up,moody,glum,subdued,cranky,grumpy,morose
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves skiing,incompetent,idle,unadventurous,inactive,unskilled,inactive,not sportive,lethargic,staid,sluggish,unsatisfied,unconcerned,unenthusiastic,disinterested,uneager,apathetic,exhausted,grouchy,jealous,dissatisfy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes shopping,unacquisitive,unexcitable,charitable,disinterested,incurious,abstemious,dowdy,unfashionable,benevolent,indifferent,sore,upset,irritable,glum,gruesome,crabby,mad,anxious,wrathful,remorseful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels bad for PersonY,insistent,unmoving,soulless,strict,unaffecting,rigid,ferocious,unenthusiastic,indifferent,soulless,joyful,happy,gleeful,jolly,not sad.,merry,overjoyed,rosy,jubilant,radiant,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves the cold,frozen,nippy,cool,battleful,puny,weak,appalling,limp,flimsy,frigid,welcoming,irritable,blue,miserable,subdued,anguished,livid,churlish,grouchy,unhappy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX changes PersonY clothes,not helful,insensitive,reckless,nonchalant,insensitive,unprotective,irresponsible,filial,unreliable,nonchalant,badly,unclean,slovenly,bad,glum,worsen,querulous,miserable,irate,grimy,mad,upset,gruesome,displeased,anguished,crabby,prickly,hideous,unhappy,querulous
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes shopping at the mall,lavish,desperate,tranquil,incurious,generous,wasteful,discouraged,grave,not trendy,uneconomical,unsatisfied,jealous,not drained of money.,dissatisfy,fall_short_of,queasy,grouchy,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels bad for it,deliberate,insensible,calm,insensitive,crass,callous,considering,planned,numb,thoughtful,reassure,jocular,gleeful,nonchalant,joyful,happy,jolly,hilarious,lighthearted,lighthearted,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves to watch tv,tense,uninventive,not entertained,uninterested,depressed,unconcerned,bored,restless,uncreative,unresourceful,not entertained,scattered,unconnected,discrete,not entertained,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX changes PersonY's clothes,repulsive,careless,spiteful,unscrupulous,belligerent,lethal,flimsy,wobbly,weak,appalling,lethal,displease,grouchy,enraged,upset,not compassion,wrathful,irate,annoyed,sore,not embarassed,"not clean, grateful",//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX changes clothes,vulgar,decent,clean,tidy,not trendy,dowdy,styleless,pure,spotless,unfashionable,grimy,shabby,old-fashioned,well-worn,moldy,second-hand,musty,grubby,muddy,sloppy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes shopping for clothes,not a debutant,unselfish,modest,not fashionista,not independently wealthy,//,//,//,//,//,unexcited,tranquil,staid,stifle,serene,sedate,bored,subdued,grave,calm,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels bittersweet,enraged,loved,not nostalgic,cheerful,mad,radiant,sad,miserable,gleeful,inhabited,not nostalgic,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is in PersonY's living room,skilled,upset,anxious,morose,enraged,grumpy,livid,discontented,anxious,irritable,churlish,melancholy,gloomy,queasy,enraged,anxious,irascible,sulky,irate,remorseful,moody,grumpy,grieving,hideous,irritable,dismal,subdued,wrathful,enraged,mad
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX changes color,wan,comprehendible,comprehensible,bold,unmysterious,not chameleon-like,unadaptable,normal,native,familiar,not embarrassed and is red,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels comfortable,insidious,hidden,uncomfortable,sullen,piercing,sneaky,secretive,restless,flustered,close,gloomy,surly,plaintive,plaintive,sore,petulant,hideous,livid,surly,miserable,//,//,//,//,//,//,//,//,//,//
