Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10,Answer.how_common,Answer.how_common_opposite,Answer.opposite-event-answer
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives birth to the PersonY,spiteful,reassure,surly,miserable,livid,queasy,inexpert,sore,querulous,happy-go-lucky,dismal,sad,subdued,querulous,wrathful,moody,sulky,morose,grouchy,glum,clear,not tired.,oriented,brave,ordered,courageous,systematic,clearheaded,bold,unafraid,-1,-1,PersonX gives death to the PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can beat PersonY,doubtful,shy,shaky,envious,hesitant,incompetent,helpless,defenseless,unaggressive,incompetent,wiggly,weak,impotent,powerless,puny,puny,wobbly,inexpert,inept,incapable,jolly,jocular,cheerful,undefeated,not beaten down,joyful,merry,glad,jaunty,jubilant,1,1,PersonX loses to PersonY.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives everyone,not selfless,inconsiderate,harsh,sardonic,uncomfortable,selfish,cruel,freezing,rash,turbulent,not elated about it,not good.,//,//,//,//,//,//,//,//,upset,anxious,subdued,blue,wrathful,irascible,morose,hideous,crabby,churlish,0,1,PersonX takes from everyone.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is at PersonY's friend 's house,unfriendly,quarrelsome,hideous,frigid,hateful,icy,appalling,repulsive,repulsive,sullen,flustered,queasy,tense,irate,dismal,grieving,irate,subdued,subdued,plaintive,grieving,melancholy,bored,miserable,depressed,livid,blue,spiteful,sulky,glum,1,1,PersonX left PersonY's friend 's house
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eventually got married,appalling,not adoring,unloving,unloving,impatient,spiteful,hate,appalling,intolerant,inhabited,not faithful.,not dedicated.,not joyful about his life,not happy.,//,//,//,//,//,//,not happy.,not faithful.,not dedicated.,//,//,//,//,//,//,//,1,0,PersonX eventually got divorced
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks down at PersonY's hands,uninterested,disinterested,aloof,innocent,indifferent,uninterested,disinterested,well-intentioned,bored,uninterested,subdued,upset,sulky,prickly,morose,grouchy,crabby,querulous,sad,grieving,//,//,//,//,//,//,//,//,//,//,1,1,PersonX looks up at PersonY's face
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives it to PersonX's friend,unhelpful,cantankerous,thrifty,ornery,icky,sullen,appalling,hateful,biting,belligerent,enraged,grieving,unhappy,anxious,livid,petulant,not needed,sulky,dismal,cranky,ungrateful,not thankful for the gift,not happy their friend gave them something,//,//,//,//,//,//,//,1,1,PersonX takes it from PersonX's friend
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is at PersonY's house,severe,obnoxious,severe,unsociable,condescending,unsociable,icy,not bothersome,hideous,quarrelsome,obnoxious,hideous,dismal,dissatisfy,enraged,repulsive,subdued,remorseful,mad,jealous,gruesome,moody,appalling,frigid,sulky,quarrelsome,prickly,cranky,cantankerous,frosty,1,1,PersonX left PersonY's home.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can n't find PersonX's car keys,graceful,lithe,not aggravated,existing,successful,tactful,accomplished,saved,gain,glorious,glad,teachable,instructive,usable,crafty,clearheaded,useful,clear,patient,easy-going,//,//,//,//,//,//,//,//,//,//,1,1,PersonX takes PersonX's car keys from a hook by the door.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives it to PersonY's friend,frugal,hot-headed,biting,selfish,loathsome,severe,vicious,measly,burdensome,stern,unreliable,reckless,mercurial,not good.,unreliable,undependable,irresponsible,//,//,//,woeful,remorseful,glum,ungrateful,sad,sorry,not happy to help.,//,//,//,2,2,PersonX takes it away from PersonY's friend
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is at a friend 's house,irate,piercing,icy,sardonic,belligerent,freezing,unkind,open,biting,loathsome,churlish,cantankerous,mad,morose,sad,irritable,gruesome,grumpy,querulous,plaintive,queasy,cranky,sad,blue,gruesome,moody,mad,grieving,miserable,sore,0,0,PersonX has a friend at their house
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives rise to PersonY,severe,frosty,pleasant,domineering,hesitant,repulsive,shy,agreeable,ornery,quarrelsome,shy,doubtful,hesitant,anxious,timid,unsure,bashful,envious,diffident,//,not valued,//,//,//,//,//,//,//,//,//,1,1,PersonX offers a promotion to PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks elsewhere,idiotic,feeble,shaky,impulsive,rash,dependent,quixotic,limp,subordinate,subservient,dissatisfy,unsatisfied,queasy,grouchy,jealous,fall_short_of,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX focuses on something
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can n't find PersonX's keys,retentive,remembering,guarded,watchful,skilled,resourceful,careful,fussy,recalling,discreet,not irritated,lighthearted,gleeful,reassure,nonchalant,jolly,not unhappy.,happy-go-lucky,carefree,pleased,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is holding PersonX's keys
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eventually healed,dissatisfy,discontented,queasy,flimsy,undetermined,unhealthy,weak,flimsy,shabby,limp,ill,annoyed,disagree,unfit,diseased,sick,queasy,shabby,wan,lethal,//,//,//,//,//,//,//,//,//,//,1,-1,PersonX passed away.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is at a theme park,indolent,inactive,passive,sedate,subdued,lazy,bored,not adventerous,bored,lackadaisical,serene,bored,unenthusiastic,dispassionate,unexcited,bored,not happy and excited,sedate,uneager,not enjoyable,not also happy,//,//,//,//,//,//,//,//,//,0,1,PersonX is not at a theme park
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks inside,disinterested,irritable,indifferent,incurious,incurious,cantankerous,sneering,vicious,disinterested,uninterested,unsatisfied,bored,queasy,disinterested,dissatisfy,not helpless that he couldn't see the shopkeeper,grouchy,fall_short_of,overjoyed,uninterested,//,//,//,//,//,//,//,//,//,//,1,1,PersonX looks outside
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can n't find PersonX's phone,retentive,fussy,dapper,retentive,adroit,attentive,vigilant,recalling,tidy,attentive,find,aware,winning,unashamed,successful,keep,saved,gain,win,found,pleased,content,gleeful,joyful,happy,overjoyed,tranquil,lighthearted,happy-go-lucky,jolly,1,1,PersonX  found their phone.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX exchanges information,ungenerous,frugal,daft,stingy,starve,miserly,silly,aloof,greedy,miserly,not more informed,dissatisfy,grouchy,unsatisfied,not enriched,jealous,queasy,fall_short_of,//,//,not acquainted,not enriched,not more informed,//,//,//,//,//,//,//,1,1,personx hordes information
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives the reader PersonY idea,respectful,sinful,amiable,heedless,deferential,quixotic,crooked,generous,dishonest,burdensome,grouchy,jealous,queasy,dissatisfy,unsatisfied,fall_short_of,//,//,//,//,uninterested,bored,disinterested,//,//,//,//,//,//,//,1,1,personx gets ideas from persony
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is babysitting for a new family,sardonic,uncomfortable,reckless,unkind,resentful,severe,insensitive,burdensome,irresponsible,unreliable,jealous,queasy,displeased,fall_short_of,upset,not richer for the money,dissatisfy,not happy for some extra money,wrathful,grouchy,not happy they found a new sitter,not appreciative,not satisfied that the kids are safe,not they were relieved,ungrateful,not they had fun,//,//,//,//,0,0,PersonX is babysitting for a old family
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX exchanges phone numbers,vicious,hateful,reclusive,loathsome,severe,dismal,lonely,turbulent,belligerent,hot-headed,dismal,morose,hostile,discrete,vicious,anxious,appalling,condescending,hateful,ornery,anxious,belligerent,sad,gloomy,hideous,dismal,moody,prickly,upset,frigid,1,0,PersonX deletes contact from phone.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks it up online,uninterested,spiteful,envious,not searching,burdensome,shy,indifferent,lethal,unsure,anxious,bored,aloof,uninformed,uninterested,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,2,2,PersonX knows it already
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can n't find PersonX's shoes,watchful,confident,content,remembering,analytical,dutiful,retentive,methodical,methodical,peaceful,easy-going,patient,not irritated,patient,easy-going,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,2,2,PersonX finds the shoes
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks nice,gloomy,hateful,sardonic,vulgar,hot-headed,quarrelsome,cranky,impolite,disgusting,churlish,morose,grieving,plaintive,moody,blue,livid,prickly,mad,sore,upset,subdued,//,//,//,//,//,//,//,//,//,0,0,Personx looks ugly
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is back home,tense,windy,drafty,anxious,touchy,crazy,irate,unhappy,ardent,distraught,discontented,cantankerous,sore,unhappy,moody,sad,upset,grumpy,jealous,petulant,//,//,//,//,//,//,//,//,//,//,2,1,PersonX is at school
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX exercises PersonX's right,moronic,dependent,idiotic,daft,confine,block,dopey,captive,ringed,lodge,jealous,feeble,enforce,upset,defenseless,envious,unjust,powerless,discontent,evil,lost,glum,meek,unaware,unmindful,clueless,absent-minded,vacant,panicky,gloomy,1,1,PersonY disregards rights
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives the ultimate pleasure,selfish,miserable,avaricious,hot-headed,starve,miserly,prejudiced,inconsiderate,thrifty,measly,fall_short_of,grouchy,unsatisfied,jealous,queasy,dissatisfy,not sexually talented,//,//,//,queasy,fall_short_of,jealous,unsatisfied,distressed,grouchy,dissatisfy,dysphoric,//,//,0,0,PersonX gives the ultimate pain
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can n't find PersonX's wallet,won,capable,competent,aware,win,recalling,systematic,find,remembering,proficient,gleeful,happy,reassure,carefree,cool,unfearful,nonchalant,jolly,jolly,happy-go-lucky,//,//,//,//,//,//,//,//,//,//,1,1,PersonX can not find PersonX's keys
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks towards PersonY,sullen,antique,hateful,aged,icy,frosty,repulsive,heedless,dismal,mellow,worse,sneering,evil,not nostalgic,worst,miserable,bad,demonic,//,//,not needed,//,//,//,//,//,//,//,//,//,1,1,PersonX looks away from PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is bad for PersonY,decent,industrious,apt,athletic,thankworthy,diligent,busy,affirmative,enterprising,hardworking,unregretful,unregretful,best,good,terrific,not monopoly,composed,goodness,better,superb,cheerful,not irritated,happy,merry,glad,gratified,rosy,overjoyed,joyful,jubilant,1,1,PersonX is good for PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can n't find PersonY anywhere,happy-go-lucky,found,found,clear,saved,gleeful,gain,clearheaded,existing,carefree,miserable,sulky,sad,remorseful,moody,gloomy,queasy,querulous,churlish,melancholy,not surprise,//,//,//,//,//,//,//,//,//,1,1,PersonX is with PersonY .
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX exerts PersonY effect,weak,unsociable,unfriendly,frosty,condescending,incapable,incompetent,hideous,frigid,powerless,unconnected,styleless,scattered,discrete,unfashionable,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX exerts no effects.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives to PersonY,belligerent,frugal,insensitive,cruel,selfish,biased,hateful,hot-headed,piercing,thrifty,not a sense of satisfaction,humble,//,//,//,//,//,//,//,//,not an urge to help someone else,enforce,thankless,//,//,//,//,//,//,//,0,1,PersonX talks to PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks very nice,unattractive,hateful,ungroomed,not put together,repulsive,dismal,boring,gruesome,unsightly,disenchanting,discontent,not confident in their good looks,envious,discontented,upset,restless,jealous,anxious,queasy,morose,//,//,//,//,//,//,//,//,//,//,1,0,PersonX looks unpleasant.
