Title,Description,Keywords,Input.sclid1,Input.sclmin1,Input.sclmax1,Input.pairs1,Input.n1,Input.sclid2,Input.sclmin2,Input.sclmax2,Input.pairs2,Input.n2,Input.sclid3,Input.sclmin3,Input.sclmax3,Input.pairs3,Input.n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.2,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.16,Answer.Answer.sclid2.17,Answer.Answer.sclid2.18,Answer.Answer.sclid2.19,Answer.Answer.sclid2.2,Answer.Answer.sclid2.20,Answer.Answer.sclid2.21,Answer.Answer.sclid2.22,Answer.Answer.sclid2.23,Answer.Answer.sclid2.24,Answer.Answer.sclid2.25,Answer.Answer.sclid2.26,Answer.Answer.sclid2.27,Answer.Answer.sclid2.28,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3,Approve,Reject
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfull-empty,empty,full,overloaded XXX stuffed ||| full XXX overloaded ||| full XXX overflowing ||| full XXX stuffed ||| overflowing XXX overloaded ||| overflowing XXX stuffed,6,many-fewXX,many,few,few XXX some ||| few XXX fewer ||| fewer XXX some,3,lucky-luckiestXX,lucky,luckiest,luckier XXX luckiest ||| luckier XXX lucky ||| luckiest XXX lucky,3,overloaded**EQ**stuffed,,,,,,,full**EQ**overloaded,full**EQ**overflowing,full**EQ**stuffed,overflowing**EQ**overloaded,overflowing**EQ**stuffed,,,,few**EQ**some,,,,,,,,,,,few**GT**fewer,,,,,,,,,,fewer**LT**some,,,,,,,luckier**LT**luckiest,luckier**GT**lucky,luckiest**GT**lucky,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfull-empty,empty,full,overloaded XXX stuffed ||| full XXX overloaded ||| full XXX overflowing ||| full XXX stuffed ||| overflowing XXX overloaded ||| overflowing XXX stuffed,6,many-fewXX,many,few,few XXX some ||| few XXX fewer ||| fewer XXX some,3,lucky-luckiestXX,lucky,luckiest,luckier XXX luckiest ||| luckier XXX lucky ||| luckiest XXX lucky,3,overloaded**GT**stuffed,,,,,,,full**LT**overloaded,full**LT**overflowing,full**LT**stuffed,overflowing**LT**overloaded,overflowing**LT**stuffed,,,,few**EQ**some,,,,,,,,,,,few**LT**fewer,,,,,,,,,,fewer**GT**some,,,,,,,luckier**EQ**luckiest,luckier**GT**lucky,luckiest**GT**lucky,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfull-empty,empty,full,overloaded XXX stuffed ||| full XXX overloaded ||| full XXX overflowing ||| full XXX stuffed ||| overflowing XXX overloaded ||| overflowing XXX stuffed,6,many-fewXX,many,few,few XXX some ||| few XXX fewer ||| fewer XXX some,3,lucky-luckiestXX,lucky,luckiest,luckier XXX luckiest ||| luckier XXX lucky ||| luckiest XXX lucky,3,overloaded**GT**stuffed,,,,,,,full**LT**overloaded,full**LT**overflowing,full**EQ**stuffed,overflowing**EQ**overloaded,overflowing**GT**stuffed,,,,few**LT**some,,,,,,,,,,,few**GT**fewer,,,,,,,,,,fewer**LT**some,,,,,,,luckier**LT**luckiest,luckier**GT**lucky,luckiest**GT**lucky,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfull-empty,empty,full,overloaded XXX stuffed ||| full XXX overloaded ||| full XXX overflowing ||| full XXX stuffed ||| overflowing XXX overloaded ||| overflowing XXX stuffed,6,many-fewXX,many,few,few XXX some ||| few XXX fewer ||| fewer XXX some,3,lucky-luckiestXX,lucky,luckiest,luckier XXX luckiest ||| luckier XXX lucky ||| luckiest XXX lucky,3,overloaded**EQ**stuffed,,,,,,,full**LT**overloaded,full**LT**overflowing,full**LT**stuffed,overflowing**EQ**overloaded,overflowing**GT**stuffed,,,,few**LT**some,,,,,,,,,,,few**LT**fewer,,,,,,,,,,fewer**LT**some,,,,,,,luckier**LT**luckiest,luckier**GT**lucky,luckiest**GT**lucky,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfull-empty,empty,full,overloaded XXX stuffed ||| full XXX overloaded ||| full XXX overflowing ||| full XXX stuffed ||| overflowing XXX overloaded ||| overflowing XXX stuffed,6,many-fewXX,many,few,few XXX some ||| few XXX fewer ||| fewer XXX some,3,lucky-luckiestXX,lucky,luckiest,luckier XXX luckiest ||| luckier XXX lucky ||| luckiest XXX lucky,3,overloaded**GT**stuffed,,,,,,,full**LT**overloaded,full**LT**overflowing,full**LT**stuffed,overflowing**EQ**overloaded,overflowing**GT**stuffed,,,,few**EQ**some,,,,,,,,,,,few**LT**fewer,,,,,,,,,,fewer**GT**some,,,,,,,luckier**LT**luckiest,luckier**GT**lucky,luckiest**GT**lucky,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXhot-cold,cold,hot,stifling XXX warm ||| stifling XXX sultry ||| hot XXX stifling ||| hot XXX warm ||| hot XXX overheated ||| hot XXX sultry ||| overheated XXX stifling ||| overheated XXX warm ||| overheated XXX sultry ||| sultry XXX warm,10,XXcomprehensive-incomprehensive2,incomprehensive2,comprehensive,comprehensive XXX extensive ||| comprehensive XXX universal ||| comprehensive XXX general ||| extensive XXX universal ||| extensive XXX general ||| complete XXX comprehensive ||| complete XXX extensive ||| complete XXX universal ||| complete XXX general ||| general XXX universal,10,bright-brightestXX,bright,brightest,bright XXX brighter ||| bright XXX brightest ||| brighter XXX brightest,3,stifling**GT**warm,sultry**GT**warm,,,,,,stifling**GT**sultry,hot**LT**stifling,hot**GT**warm,hot**LT**overheated,hot**GT**sultry,overheated**GT**stifling,overheated**GT**warm,overheated**GT**sultry,comprehensive**LT**extensive,general**EQ**universal,,,,,,,,,,comprehensive**GT**universal,,,,,,,,,,comprehensive**GT**general,extensive**GT**universal,extensive**GT**general,complete**GT**comprehensive,complete**LT**extensive,complete**EQ**universal,complete**GT**general,bright**LT**brighter,bright**LT**brightest,brighter**LT**brightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXhot-cold,cold,hot,stifling XXX warm ||| stifling XXX sultry ||| hot XXX stifling ||| hot XXX warm ||| hot XXX overheated ||| hot XXX sultry ||| overheated XXX stifling ||| overheated XXX warm ||| overheated XXX sultry ||| sultry XXX warm,10,XXcomprehensive-incomprehensive2,incomprehensive2,comprehensive,comprehensive XXX extensive ||| comprehensive XXX universal ||| comprehensive XXX general ||| extensive XXX universal ||| extensive XXX general ||| complete XXX comprehensive ||| complete XXX extensive ||| complete XXX universal ||| complete XXX general ||| general XXX universal,10,bright-brightestXX,bright,brightest,bright XXX brighter ||| bright XXX brightest ||| brighter XXX brightest,3,stifling**GT**warm,sultry**GT**warm,,,,,,stifling**GT**sultry,hot**LT**stifling,hot**GT**warm,hot**LT**overheated,hot**LT**sultry,overheated**GT**stifling,overheated**GT**warm,overheated**GT**sultry,comprehensive**EQ**extensive,general**LT**universal,,,,,,,,,,comprehensive**LT**universal,,,,,,,,,,comprehensive**GT**general,extensive**LT**universal,extensive**GT**general,complete**GT**comprehensive,complete**GT**extensive,complete**GT**universal,complete**GT**general,bright**LT**brighter,bright**LT**brightest,brighter**LT**brightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXhot-cold,cold,hot,stifling XXX warm ||| stifling XXX sultry ||| hot XXX stifling ||| hot XXX warm ||| hot XXX overheated ||| hot XXX sultry ||| overheated XXX stifling ||| overheated XXX warm ||| overheated XXX sultry ||| sultry XXX warm,10,XXcomprehensive-incomprehensive2,incomprehensive2,comprehensive,comprehensive XXX extensive ||| comprehensive XXX universal ||| comprehensive XXX general ||| extensive XXX universal ||| extensive XXX general ||| complete XXX comprehensive ||| complete XXX extensive ||| complete XXX universal ||| complete XXX general ||| general XXX universal,10,bright-brightestXX,bright,brightest,bright XXX brighter ||| bright XXX brightest ||| brighter XXX brightest,3,stifling**GT**warm,sultry**GT**warm,,,,,,stifling**LT**sultry,hot**LT**stifling,hot**GT**warm,hot**LT**overheated,hot**LT**sultry,overheated**LT**stifling,overheated**GT**warm,overheated**LT**sultry,comprehensive**LT**extensive,general**LT**universal,,,,,,,,,,comprehensive**LT**universal,,,,,,,,,,comprehensive**GT**general,extensive**LT**universal,extensive**GT**general,complete**LT**comprehensive,complete**LT**extensive,complete**LT**universal,complete**GT**general,bright**LT**brighter,bright**LT**brightest,brighter**LT**brightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXhot-cold,cold,hot,stifling XXX warm ||| stifling XXX sultry ||| hot XXX stifling ||| hot XXX warm ||| hot XXX overheated ||| hot XXX sultry ||| overheated XXX stifling ||| overheated XXX warm ||| overheated XXX sultry ||| sultry XXX warm,10,XXcomprehensive-incomprehensive2,incomprehensive2,comprehensive,comprehensive XXX extensive ||| comprehensive XXX universal ||| comprehensive XXX general ||| extensive XXX universal ||| extensive XXX general ||| complete XXX comprehensive ||| complete XXX extensive ||| complete XXX universal ||| complete XXX general ||| general XXX universal,10,bright-brightestXX,bright,brightest,bright XXX brighter ||| bright XXX brightest ||| brighter XXX brightest,3,stifling**GT**warm,sultry**GT**warm,,,,,,stifling**GT**sultry,hot**LT**stifling,hot**GT**warm,hot**EQ**overheated,hot**LT**sultry,overheated**LT**stifling,overheated**GT**warm,overheated**GT**sultry,comprehensive**GT**extensive,general**LT**universal,,,,,,,,,,comprehensive**LT**universal,,,,,,,,,,comprehensive**GT**general,extensive**LT**universal,extensive**GT**general,complete**EQ**comprehensive,complete**GT**extensive,complete**LT**universal,complete**GT**general,bright**LT**brighter,bright**LT**brightest,brighter**LT**brightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXhot-cold,cold,hot,stifling XXX warm ||| stifling XXX sultry ||| hot XXX stifling ||| hot XXX warm ||| hot XXX overheated ||| hot XXX sultry ||| overheated XXX stifling ||| overheated XXX warm ||| overheated XXX sultry ||| sultry XXX warm,10,XXcomprehensive-incomprehensive2,incomprehensive2,comprehensive,comprehensive XXX extensive ||| comprehensive XXX universal ||| comprehensive XXX general ||| extensive XXX universal ||| extensive XXX general ||| complete XXX comprehensive ||| complete XXX extensive ||| complete XXX universal ||| complete XXX general ||| general XXX universal,10,bright-brightestXX,bright,brightest,bright XXX brighter ||| bright XXX brightest ||| brighter XXX brightest,3,stifling**GT**warm,sultry**GT**warm,,,,,,stifling**LT**sultry,hot**LT**stifling,hot**GT**warm,hot**LT**overheated,hot**LT**sultry,overheated**LT**stifling,overheated**GT**warm,overheated**GT**sultry,comprehensive**GT**extensive,general**LT**universal,,,,,,,,,,comprehensive**LT**universal,,,,,,,,,,comprehensive**GT**general,extensive**LT**universal,extensive**GT**general,complete**LT**comprehensive,complete**GT**extensive,complete**LT**universal,complete**GT**general,bright**LT**brighter,bright**LT**brightest,brighter**LT**brightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",loud-softXX,loud,soft,low XXX subdued ||| low XXX quiet ||| quiet XXX subdued,3,difficult-easyXX,difficult,easy,simple XXX smooth ||| painless XXX simple ||| painless XXX smooth ||| easy XXX simple ||| easy XXX painless ||| easy XXX smooth ||| easy XXX effortless ||| effortless XXX simple ||| effortless XXX painless ||| effortless XXX smooth,10,broad-broadestXX,broad,broadest,broad XXX broader ||| broad XXX broadest ||| broader XXX broadest,3,low**LT**subdued,,,,,,,low**LT**quiet,quiet**LT**subdued,,,,,,,simple**LT**smooth,effortless**GT**smooth,,,,,,,,,,painless**GT**simple,,,,,,,,,,painless**GT**smooth,easy**LT**simple,easy**LT**painless,easy**LT**smooth,easy**LT**effortless,effortless**GT**simple,effortless**LT**painless,broad**LT**broader,broad**LT**broadest,broader**LT**broadest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",loud-softXX,loud,soft,low XXX subdued ||| low XXX quiet ||| quiet XXX subdued,3,difficult-easyXX,difficult,easy,simple XXX smooth ||| painless XXX simple ||| painless XXX smooth ||| easy XXX simple ||| easy XXX painless ||| easy XXX smooth ||| easy XXX effortless ||| effortless XXX simple ||| effortless XXX painless ||| effortless XXX smooth,10,broad-broadestXX,broad,broadest,broad XXX broader ||| broad XXX broadest ||| broader XXX broadest,3,low**LT**subdued,,,,,,,low**EQ**quiet,quiet**GT**subdued,,,,,,,simple**EQ**smooth,effortless**GT**smooth,,,,,,,,,,painless**GT**simple,,,,,,,,,,painless**GT**smooth,easy**EQ**simple,easy**LT**painless,easy**LT**smooth,easy**LT**effortless,effortless**GT**simple,effortless**GT**painless,broad**LT**broader,broad**LT**broadest,broader**LT**broadest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",loud-softXX,loud,soft,low XXX subdued ||| low XXX quiet ||| quiet XXX subdued,3,difficult-easyXX,difficult,easy,simple XXX smooth ||| painless XXX simple ||| painless XXX smooth ||| easy XXX simple ||| easy XXX painless ||| easy XXX smooth ||| easy XXX effortless ||| effortless XXX simple ||| effortless XXX painless ||| effortless XXX smooth,10,broad-broadestXX,broad,broadest,broad XXX broader ||| broad XXX broadest ||| broader XXX broadest,3,low**LT**subdued,,,,,,,low**EQ**quiet,quiet**LT**subdued,,,,,,,simple**GT**smooth,effortless**GT**smooth,,,,,,,,,,painless**LT**simple,,,,,,,,,,painless**GT**smooth,easy**EQ**simple,easy**LT**painless,easy**LT**smooth,easy**EQ**effortless,effortless**EQ**simple,effortless**LT**painless,broad**LT**broader,broad**LT**broadest,broader**LT**broadest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",loud-softXX,loud,soft,low XXX subdued ||| low XXX quiet ||| quiet XXX subdued,3,difficult-easyXX,difficult,easy,simple XXX smooth ||| painless XXX simple ||| painless XXX smooth ||| easy XXX simple ||| easy XXX painless ||| easy XXX smooth ||| easy XXX effortless ||| effortless XXX simple ||| effortless XXX painless ||| effortless XXX smooth,10,broad-broadestXX,broad,broadest,broad XXX broader ||| broad XXX broadest ||| broader XXX broadest,3,low**LT**subdued,,,,,,,low**EQ**quiet,quiet**LT**subdued,,,,,,,simple**LT**smooth,effortless**LT**smooth,,,,,,,,,,painless**GT**simple,,,,,,,,,,painless**GT**smooth,easy**LT**simple,easy**EQ**painless,easy**LT**smooth,easy**LT**effortless,effortless**GT**simple,effortless**EQ**painless,broad**LT**broader,broad**LT**broadest,broader**LT**broadest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",loud-softXX,loud,soft,low XXX subdued ||| low XXX quiet ||| quiet XXX subdued,3,difficult-easyXX,difficult,easy,simple XXX smooth ||| painless XXX simple ||| painless XXX smooth ||| easy XXX simple ||| easy XXX painless ||| easy XXX smooth ||| easy XXX effortless ||| effortless XXX simple ||| effortless XXX painless ||| effortless XXX smooth,10,broad-broadestXX,broad,broadest,broad XXX broader ||| broad XXX broadest ||| broader XXX broadest,3,low**LT**subdued,,,,,,,low**EQ**quiet,quiet**LT**subdued,,,,,,,simple**EQ**smooth,effortless**GT**smooth,,,,,,,,,,painless**GT**simple,,,,,,,,,,painless**GT**smooth,easy**EQ**simple,easy**LT**painless,easy**EQ**smooth,easy**LT**effortless,effortless**GT**simple,effortless**EQ**painless,broad**LT**broader,broad**LT**broadest,broader**LT**broadest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comfortable-uncomfortableXX,comfortable,uncomfortable,painful XXX uneasy ||| painful XXX uncomfortable ||| uncomfortable XXX uneasy,3,XXconcerned-unconcerned,unconcerned,concerned,concerned XXX preoccupied ||| concerned XXX obsessed ||| obsessed XXX preoccupied,3,low-lowestXX,low,lowest,low XXX lower ||| low XXX lowest ||| lower XXX lowest,3,painful**GT**uneasy,,,,,,,painful**GT**uncomfortable,uncomfortable**EQ**uneasy,,,,,,,concerned**GT**preoccupied,,,,,,,,,,,concerned**LT**obsessed,,,,,,,,,,obsessed**GT**preoccupied,,,,,,,low**LT**lower,low**LT**lowest,lower**LT**lowest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comfortable-uncomfortableXX,comfortable,uncomfortable,painful XXX uneasy ||| painful XXX uncomfortable ||| uncomfortable XXX uneasy,3,XXconcerned-unconcerned,unconcerned,concerned,concerned XXX preoccupied ||| concerned XXX obsessed ||| obsessed XXX preoccupied,3,low-lowestXX,low,lowest,low XXX lower ||| low XXX lowest ||| lower XXX lowest,3,painful**GT**uneasy,,,,,,,painful**GT**uncomfortable,uncomfortable**EQ**uneasy,,,,,,,concerned**EQ**preoccupied,,,,,,,,,,,concerned**LT**obsessed,,,,,,,,,,obsessed**GT**preoccupied,,,,,,,low**LT**lower,low**LT**lowest,lower**LT**lowest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comfortable-uncomfortableXX,comfortable,uncomfortable,painful XXX uneasy ||| painful XXX uncomfortable ||| uncomfortable XXX uneasy,3,XXconcerned-unconcerned,unconcerned,concerned,concerned XXX preoccupied ||| concerned XXX obsessed ||| obsessed XXX preoccupied,3,low-lowestXX,low,lowest,low XXX lower ||| low XXX lowest ||| lower XXX lowest,3,painful**GT**uneasy,,,,,,,painful**GT**uncomfortable,uncomfortable**GT**uneasy,,,,,,,concerned**GT**preoccupied,,,,,,,,,,,concerned**LT**obsessed,,,,,,,,,,obsessed**GT**preoccupied,,,,,,,low**LT**lower,low**LT**lowest,lower**LT**lowest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comfortable-uncomfortableXX,comfortable,uncomfortable,painful XXX uneasy ||| painful XXX uncomfortable ||| uncomfortable XXX uneasy,3,XXconcerned-unconcerned,unconcerned,concerned,concerned XXX preoccupied ||| concerned XXX obsessed ||| obsessed XXX preoccupied,3,low-lowestXX,low,lowest,low XXX lower ||| low XXX lowest ||| lower XXX lowest,3,painful**GT**uneasy,,,,,,,painful**GT**uncomfortable,uncomfortable**EQ**uneasy,,,,,,,concerned**GT**preoccupied,,,,,,,,,,,concerned**LT**obsessed,,,,,,,,,,obsessed**GT**preoccupied,,,,,,,low**LT**lower,low**LT**lowest,lower**LT**lowest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comfortable-uncomfortableXX,comfortable,uncomfortable,painful XXX uneasy ||| painful XXX uncomfortable ||| uncomfortable XXX uneasy,3,XXconcerned-unconcerned,unconcerned,concerned,concerned XXX preoccupied ||| concerned XXX obsessed ||| obsessed XXX preoccupied,3,low-lowestXX,low,lowest,low XXX lower ||| low XXX lowest ||| lower XXX lowest,3,painful**EQ**uneasy,,,,,,,painful**EQ**uncomfortable,uncomfortable**EQ**uneasy,,,,,,,concerned**EQ**preoccupied,,,,,,,,,,,concerned**EQ**obsessed,,,,,,,,,,obsessed**EQ**preoccupied,,,,,,,low**EQ**lower,low**EQ**lowest,lower**EQ**lowest,,
