Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शाहजहानाबाद को आम बोल-चाल की भाषा में पुराना शहर या पुरानी दिल्ली कहा जाता है ।,in the normal and everyday dialect &#44; shahjahanbaad was often called the old city or old delhi .,0-7 6-0 7-12 8-13 9-14 10-15 11-16 12-10 15-17,6-0 4-1 2-2 3-3 0-7 0-8 0-9 12-10 13-10 1-11 7-12 8-13 9-14 10-15 11-16 14-17 15-17,5,4 5 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मराठी,marathi,0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",. नगर निगम १३९७ वर्ग कि.मी. का क्षेत्र देखती है ।,city council looks over an area of 1397 square km .,1-0 3-7 4-8 5-9 6-6 7-5 10-10,1-0 8-1 8-2 8-3 8-4 7-5 6-6 2-7 3-7 4-8 5-9 9-10 10-10,0,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके बाद शहीद मेला तथा दुलारी में भी रफ़ी ने गाने गाए जो बहुत प्रसिद्ध हुए ।,after this rafi sang for shaheed &#44; mela and dulari which were very famous .,1-0 2-5 3-7 8-2 14-13 16-14,0-0 1-0 0-1 8-2 11-3 2-4 2-5 3-7 4-7 5-7 6-7 7-7 4-8 5-9 12-10 13-12 14-13 16-14,9 10 15,6 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",विनयपत्रिका,vinay patrika,0-0,0-0 0-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अनुग्रह नारायण सामाजिक परिवर्तन संस्थान पटना,anugrah narayan institute of social change &#44; patna,0-0 1-1 2-4 3-5 4-2 5-7,0-0 1-1 4-2 2-4 3-5 5-6 5-7,,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नालंदा मेडिकल कॉलेज और अस्पताल पटना,nalanda medical college and hospital patna,0-0 1-1 2-2 3-3 4-4 5-5,0-0 1-1 2-2 3-3 4-4 5-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ये है इश्क-इश्क,ye hai ishk-ishk,2-2,0-0 1-1 2-1 2-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",१९९१ से २००१ के दशक में जनसंख्या की वृद्धि की दर ४७.०२ % थी ।,in the decade of 1991 to 2001 &#44; the population growth rate was 47.02 %,0-4 1-5 2-6 3-3 4-2 5-0 6-9 8-10 10-11 11-13 12-14 13-12,5-0 3-1 4-2 3-3 0-4 1-5 2-6 7-8 6-9 7-9 8-10 10-11 13-12 14-12 11-13 12-14,9,7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : गायक,category : singer,0-0 1-1 2-2 0-0 1-1 2-2 0-0 1-1 2-2,0-0 1-1 2-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",छठी और पांचवीं सदी इसापूर्व में यहां बौद्ध तथा जैन धर्मों का उद्भव हुआ ।,buddha and jain religion has originated during sixth and fifth century b.c.,0-7 1-8 2-9 3-10 7-0 8-1 9-2 10-3 12-5,7-0 8-1 9-2 10-3 12-4 11-5 12-5 6-6 0-7 1-8 2-9 3-10 4-11,5 13 14,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली की परिवहन व्यवसथा में मेट्रो रेल एक महत्त्वपूर्ण कड़ी है ।,metro rail is an important milestone in delhi &amp;apos;s transport plan .,0-7 1-8 2-9 3-5 4-6 5-0 6-1 7-3 8-4 10-2 11-11,5-0 6-1 10-2 7-3 8-4 3-5 9-5 4-6 0-7 1-8 2-9 3-10 11-11,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",लता मंगेशकर,latha mangeshkar,0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इनमें से एक है बड़खल झील ।,one of the lake is badkhal lake .,2-0 3-4 4-5 5-6 6-7,2-0 0-1 3-4 4-5 5-6 6-7,1,2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जनसांख्यिकी,population,0-0 0-0 0-0 0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जाड़े का मौसम नवंबर से मध्य फरवरी तक रहता है ।,the winter season remains from november to mid of february .,0-1 3-5 4-4 5-7 6-9 8-3 10-10,1-0 0-1 0-2 7-3 8-3 9-3 4-4 3-5 5-7 6-9 10-10,2,6 8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके साथ ही रानी को झाँसी के किले को छोड़ कर झाँसी के रानीमहल में जाना पड़ा ।,with this she has to go to the queen &amp;apos;s palace by leaving the the fort of jhansi,1-0 3-8 7-15 9-12 11-17,1-0 0-1 16-4 15-5 4-6 4-7 2-8 3-8 10-11 8-12 9-12 7-15 6-16 12-16 5-17 11-17 13-17,14 17,2 3 9 10 13 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",फिल्मफेयर एवॉर्ड -LRB- नामांकित व विजित -RRB-,filmfare awards -lrb- nominated and won -rrb-,0-0 2-2 3-3 6-6,0-0 1-0 0-1 2-2 3-3 4-3 5-3 4-4 5-5 6-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आधुनिक तथा पुराने फिल्म संगीत भी इन समारोहों में सुनाई देते हैं ।,modern as well as old songs are also heard in these ceremonies .,0-0 5-7 6-10 7-11 8-9 11-6 12-12,0-0 2-4 4-5 11-6 5-7 9-8 8-9 6-10 7-11 12-12,1 3 10,1 2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मौर्य वंश का शासन ३२५ ईस्वी पूर्व से १८५ ईस्वी पूर्व तक रहा ।,the rule of maurya dynasty lasted from 325 bc to 185 bc .,0-3 1-4 2-2 4-7 8-10 13-12,2-0 3-1 2-2 0-3 1-4 4-5 4-6 4-7 5-7 5-8 6-8 7-9 8-10 9-10 10-10 11-10 12-10 9-11 13-12,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अपना आज़ादी को हम देशभक्ति गीत,our independence &#44; our national anthem,4-5,0-0 4-4 1-5 2-5 3-5 4-5 5-5,,1 2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",IIM छात्र चले तरक्की पसंद बिहार की ओर -LRB- इकनॉमिक टाइम्स -RRB-,iim students take towards progressive bihar -lrb- economic times -rrb-,0-0 5-5 8-6 9-7 10-8 11-9,0-0 1-0 2-0 3-0 4-0 1-1 0-2 6-3 5-5 8-6 9-7 10-8 11-9,7,4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ग्रीष्म ऋतु लंबी अत्यधिक गर्म अप्रैल से मध्य-अक्तूबर तक चलती हैं ।,summer season is long &#44; usually this hot goes on from april-mid october,0-0 1-1 6-10 7-11,0-0 1-1 2-3 4-7 5-9 6-10 7-11 8-11 9-11 10-11 7-12 11-12,3,2 4 5 6 8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पश्चिमतम छोर नजफगढ़ से पूर्व में यमुना नदी तक -LRB- तुलनात्मक परंपरागत पूर्वी छोर -RRB- ।,from the western end nazafgarh to yamuna river in the east -lrb- traditional eastern border -rrb-,2-4 4-10 5-8 6-6 7-7 9-11 11-12 12-13 13-14 14-15,0-0 1-1 0-2 1-3 1-4 2-4 8-5 6-6 7-7 5-8 3-9 4-10 9-11 11-12 12-13 13-14 14-15,10 15,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दक्षिण दिल्ली जिला,south delhi district,0-0 1-1 2-2 0-0 1-1 2-2 0-0 1-1 2-2,0-0 1-1 2-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यहाँ अच्छी वर्षा होती है और हिमालय के ग्लेशियरों से निकलने वाली सदानीरा नदियाँ बहती हैं ।,the rainfall is good here and the perennial rivers from the himalayas flow through out the year .,0-4 1-3 2-1 4-2 5-5 6-11 7-6 8-7 9-9 13-8 14-12 16-17,2-1 3-1 4-2 1-3 0-4 5-5 7-6 8-7 10-7 11-7 12-7 13-8 9-9 7-10 6-11 14-12 14-13 15-17 16-17,,0 14 15 16
