Title,Description,Keywords,goal1,goal2,goal3,Answer.goal1_distractor_1,Answer.goal1_distractor_2,Answer.goal1_distractor_3,Answer.goal1_distractor_4,Answer.goal1_impossible,Answer.goal1_impossible_reason,Answer.goal2_distractor_1,Answer.goal2_distractor_2,Answer.goal2_distractor_3,Answer.goal2_distractor_4,Answer.goal2_impossible,Answer.goal2_impossible_reason,Answer.goal3_distractor_1,Answer.goal3_distractor_2,Answer.goal3_distractor_3,Answer.goal3_distractor_4,Answer.goal3_impossible,Answer.goal3_impossible_reason
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",wake up one morning,go grocery shopping,come home from work,Person X died while sleeping.,Person X fell into a coma.,{},{},,{},Person X has no money.,Person X needs a car for transportation.,{},{},,{},Person X ran out of gas.,Person X missed the train.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",support PersonX's family,play a role in the development,take PersonX's hand in PersonZ's,PersonX has no money,PersonX has no job,{},{},,{},PersonX has not been invited to play a role in the development,PersonX does not have the skills to play a role in the development.,{},{},,{},It is not legal for people to hold hand in court,PersonX and PersonY are a long way apart,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",support PersonX's family,play a role in the development,take PersonX's hand in PersonZ's,PersonX is unemployed and without income,PersonX is sick and cannot work,{},{},,{},PersonX has been demoted at work and lost their ability to make decisions,The development is already fully staffed,{},{},,{},PersonZ is not present at the same location,PersonZ avoids PersonX after hearing disgusting rumors,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",support PersonX's family,play a role in the development,take PersonX's hand in PersonZ's,PersonX just lost their job,Their paycheck is too small to support anyone,{},{},,{},PersonX does not have the right certifications,They need to go out of town for the development cycle,{},{},,{},{},{},{},{},on,doesn't make sense to me
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take a trip to PersonY,get a phone call,go back inside,There are no tickets.,There is no money.,{},{},,{},The phone is lost.,The phone has no battery.,{},{},,{},The door is locked.,PersonX is handcuffed to a tree.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take a trip to PersonY,get a phone call,go back inside,{},{},{},{},on,"PersonY is not a place, so PersonX cannot take a trip to PersonY -- impossible.",PersonX's phone broke.,The phone is out of call minutes and can't accept phone calls.,{},{},,{},The door to PersonX's place is locked.,PersonX has an obligation to run errands out of the house.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take a trip to PersonY,get a phone call,go back inside,PersonY is currently out of town.,PersonX has no gas in their car.,{},{},,{},PersonX doesn't own a phone.,The battery on PersonX's phone is dead.,{},{},,{},The door is locked.,PersonX is stuck in the middle of nowhere.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY instructions,pursue PersonY's way,contribute to PersonX's success,PersonX doesn't know the instructions herself.,PersonX can't find the right words.,{},{},,{},PersonX lacks morals because of how he was raised.,PersonX does not know PersonY's way.,{},{},,{},PersonX was raised with poor work ethic.,PersonX did not get a good education.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY instructions,pursue PersonY's way,contribute to PersonX's success,PersonX does not know the way,PersonX only speaks French,{},{},,{},PersonX cannot walk,PersonX is in an electric wheelchair,PersonY is too fast,{},,{},PersonX can't read or write,PersonX is a dummy,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY instructions,pursue PersonY's way,contribute to PersonX's success,PersonX needs to learn the instructions himself first.,PersonY isn't interested in receiving instructions.,{},{},,{},{},{},{},{},on,Sentence makes no sense.,{},{},{},{},on,Sentence makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY to wait,complete PersonX's mission,use PersonX's imagination,PersonY is in too much of a hurry to wait.,PersonY is in love and doesn't want to wait.,{},{},,{},PersonX can't find the right people to get the answers.,PersonX needs to finish up their education first.,{},{},,{},PersonX can't come up with a good storyline for the project.,PersonX doesn't have much fashion sense.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY to wait,complete PersonX's mission,use PersonX's imagination,Person X doesn't speak Person Y's language.,There is too much noise in the room and Person Y can't hear.,{},{},,{},Person X is sick  with pneumonia.,Person X broke a leg and is unable to move.,{},{},,{},Person X has a terrible headache.,Person X is too busy working overtime.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY to wait,complete PersonX's mission,use PersonX's imagination,their house is on fire,they really have to use the bathroom,{},{},,{},they broke their leg,they lost their vehicle,{},{},,{},they are in a coma,they have been given a sedative.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",drive home from work,ask PersonY out on a date,get a new phone,The car is broken.,The weather is too bad.,The car is out of gas.,PersonX has no license.,,{},PersonY is dating someone else.,PersonX has no money.,{},{},,{},PersonX is broke.,The phone store is closed.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",drive home from work,ask PersonY out on a date,get a new phone,PersonX's car has a flat tire,PersonX is required to work a double-shift tonight,{},{},,{},PersonX has lost PersonY's number,PersonY is getting married this weekend,{},{},,{},A trade war has stopped production of phones,A blackout prevents PersonX from researching and buying phones online,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",drive home from work,ask PersonY out on a date,get a new phone,PersonX has to stay late.,PersonX's car has died in the parking lot.,{},{},,{},PersonY is already married.,PersonX doesn't want to ruin the friendship with PersonY.,{},{},,{},PersonX has zero dollars in their bank account.,The phone store didn't have the phone PersonX wanted.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",receive PersonY's reward,lose PersonX's head,change PersonY's dress,PersonX is not present at the time,PersonY has not offered a reward,{},{},,{},PersonX is under heavy sedation,PersonX has a lot of responsibilities,{},{},,{},PersonX does not want to hurt Person Y's feelings,PersonX knows nothing about dresses,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",receive PersonY's reward,lose PersonX's head,change PersonY's dress,Person x did not win the game.,Person x does not have ID.,{},{},,{},Personx is in charge of the children.,Personx wants a promotion.,{},{},,{},Person x is not person y's stylist.,Person x does not have enough money.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",receive PersonY's reward,lose PersonX's head,change PersonY's dress,PersonX did not receive the reward.,PersonX is not as talented.,{},{},,{},PersonX is too sane.,PersonX cannot let loose.,{},{},,{},PersonX cannot tell them what to wear.,PersonX cannot tell them the truth.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",find PersonY's expression,keep PersonX's jobs,enforce PersonX's rights,Persony isn't around for them to see.,Personx can't see their face.,{},{},,{},Their workplace downsized and they were fired,They were in an accident and missed too many days.,{},{},,{},They were removed from the premise for attempting to.,They had their rights taken away after being arrested.,{},{},,{}
