Title,Description,Keywords,SequenceId,Beginning,Middle,End
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",UmJvlw3qXcks0oVIzFeMww==,PersonX shows PersonY the door,PersonX closes it behind PersonY,PersonX locks the door
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qk8n3KYjy0A6IRdod84x7g==,PersonX sees a scary image they do not like.,PersonX covers PersonX's face with PersonX's hands,PersonX runs away from the image.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",azhrzAgdHCkOpoOnMbDsWw==,PersonX plays with PersonY on a Friday night.,PersonX chases PersonY around,PersonX catches PersonY in the kitchen.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",vg857cLdfgpxpyAS2UAKAQ==,PersonX walks to the church,PersonX darkens a church door,PersonX begins shooting
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",IZCb6A9PywOHhYNhK/Z5Uw==,PersonX notices PersonY trying to break in,PersonX chases PersonY away,PersonX reports the incident to the police
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",wnoqD8sfiaLHT9e2rXmmFw==,PersonX sees me die.,PersonX closes my eyes,PersonX cries over my body.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Kdmd42lUk64lCLP0manINg==,PersonX is overly dramatic,PersonX cries PersonY a river,PersonX is often avoided by PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Yf0BPHVt9FldGrb7NC3Neg==,PersonX is a vandal,PersonX darkens a church door,PersonX get sentenced to jail
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",tpV/OcPpYc4n6SV0Rz9ApQ==,PersonX works on a math problem for hours at a time.,PersonX comes to nothing,PersonX has failed at solving a math problem.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",u1lLYTFBCvMA/FBSp0Iksw==,PersonX checks the weather outside,PersonX covers PersonX's head,PersonX goes out the door
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",hVKraoF3eaVjRaKCL8hceA==,PersonX is holding a contest,PersonX closes ranks,PersonX posts the results online
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",pFbsMm02aVUdxY2ifUcUZw==,PersonX meets PersonXs girlfriend,PersonX dates PersonX's girlfriend,PersonX has a jolly good time
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",F4nSrebyi1XWyF+m3YYxdA==,PersonX gets a phone call for PersonY to pick them up,PersonX comes to pick PersonY up,PersonX takes PersonY to their destination
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Mkq0OfEH86p10FLm+0O/Xg==,PersonX loses PersonX's mom.,PersonX cries a lot,PersonX visits a therapist.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",j8a7jstx+nu7bWJ8huZ7XQ==,PersonX wakes up,PersonX covers PersonX's nakedness,PersonX goes back to sleep
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",H7kE0gRtvQlgg4DZw+aLbw==,PersonX feel and bruised a leg.,PersonX cries all day,PersonX goes to the doctor.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",kp1Y4W9bHYjKIIImHDmnIQ==,PersonX is standing at the cash register at work,PersonX closes soon,PersonX counts the money in the register
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Lo4au8I4MdJ2k11+63Wd6Q==,PersonX drives to Tampa Fl,PersonX comes to pick PersonY up,PersonX waits for person Y
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qIeGkOl3/3l48oWsk5bzrw==,PersonX commits a crime.,PersonX covers PersonX's tracks,PersonX evades suspicion.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jp2lITwwDEfuP2gseekDbg==,PersonX gets dumped,PersonX cries all day,PersonX cries all night
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",hmJjNnEE7A6TMg7ILg/7wA==,PersonX asks PersonY's girlfriend to go out to dinner.,PersonX dates PersonY's girlfriend,PersonX takes PersonY's girlfriend to a restaurant across town.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",BXpkOfEGTeQxVbvUTwnzdg==,PersonX works at a pharmacy,PersonX closes that day,PersonX drives home late
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",St76AW6KANcFAEMOYY8SWw==,PersonX breaks her leg.,PersonX cries all day,PersonX gets painkillers.
