Title,Description,Keywords,example,generic,always_generic,only_generic,ex_iloc,file_name,ex_num,pattern_num,pnum_gpt3,ppl_gpt3,need_anns,Answer.always_generic,Answer.ee,Answer.is_tricky,Answer.only_generic
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",those who cannot digest other dairy products can be considered lactose intolerant,a lactose intolerance are those who can not digest milk .,All lactose intolerances are those who can not digest milk .,Lactose intolerances are only those who can not digest milk .,978,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,312,gpt3_typeP4_gens,4,16.95013626,3,2,70.72,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",those who cannot digest other dairy products can be considered lactose intolerant,a lactose intolerance are those who can not digest milk .,All lactose intolerances are those who can not digest milk .,Lactose intolerances are only those who can not digest milk .,978,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,312,gpt3_typeP4_gens,4,16.95013626,3,0,25.842,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",those who cannot digest other dairy products can be considered lactose intolerant,a lactose intolerance are those who can not digest milk .,All lactose intolerances are those who can not digest milk .,Lactose intolerances are only those who can not digest milk .,978,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,312,gpt3_typeP4_gens,4,16.95013626,3,0,8.012,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some employment relationships can be terminated only by a court,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,591,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,1.583356982,3,2,53.45,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some employment relationships can be terminated only by a court,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,591,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,1.583356982,3,2,50.127,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some employment relationships can be terminated only by a court,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,591,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,1.583356982,3,1,59.105,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in rare cases, aloe vera extract may cause severe skin irritation","aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",787,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP2_gens,2,11.80386551,3,2,159.644,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in rare cases, aloe vera extract may cause severe skin irritation","aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",787,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP2_gens,2,11.80386551,3,2,37.124,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in rare cases, aloe vera extract may cause severe skin irritation","aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",787,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP2_gens,2,11.80386551,3,2,38.588,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","depending on your point of view, a jungle gym can be a great place to work ""in"", or to work ""out of""",a jungle gym is a great place to work out .,All jungle gyms are a great place to work out .,A jungle gym is only a great place to work out .,979,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,240,gpt3_typeP1_gens,1,9.306556306,3,0,71.663,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","depending on your point of view, a jungle gym can be a great place to work ""in"", or to work ""out of""",a jungle gym is a great place to work out .,All jungle gyms are a great place to work out .,A jungle gym is only a great place to work out .,979,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,240,gpt3_typeP1_gens,1,9.306556306,3,0,9.092,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","depending on your point of view, a jungle gym can be a great place to work ""in"", or to work ""out of""",a jungle gym is a great place to work out .,All jungle gyms are a great place to work out .,A jungle gym is only a great place to work out .,979,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,240,gpt3_typeP1_gens,1,9.306556306,3,2,26.161,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat herpes,"aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",788,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP2_gens,2,23.97009179,3,0,58.112,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat herpes,"aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",788,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP2_gens,2,23.97009179,3,2,26.344,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat herpes,"aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",788,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP2_gens,2,23.97009179,3,2,48.996,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",this right can be limited by law,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,592,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,2.315960485,3,2,80.36,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",this right can be limited by law,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,592,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,2.315960485,3,2,30.016,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",this right can be limited by law,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,592,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,2.315960485,3,2,10.957,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in special cases, the employee can terminate the contract",managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,593,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,2.441154736,3,2,71.848,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in special cases, the employee can terminate the contract",managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,593,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,2.441154736,3,2,131.69,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in special cases, the employee can terminate the contract",managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,593,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,2.441154736,3,2,34.775,,2
