Title,Description,Keywords,ObjectUseId1,Object1,Use1,ObjectUseId2,Object2,Use2,ObjectUseId3,Object3,Use3
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",+8+6KW4Z/suWAQagVhDwRw==,contact list,find people's numbers,r2M0nW5Y/Es4HheYkWE+Pw==,cigarette,calm down,vUfw6Z+zME7pKMntNiLiqA==,pot,pour the pasta from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",fdDMhxVDU/3ryB6O66p+7w==,tuxedo,be formal,z3K2nB+UJkZMaobF6dp1lg==,fully comp insurance,allow another person to drive,2Vshn2OYw3lOMWAREGS+Rw==,numbing medicine,put the patient under while they operate on the tooth
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DNu3a7rQYy+ezgTpNP0HVg==,satchel,hold supplies,WQwJ4IiqiYl5uaKqoxcH1A==,stand,hold their sheet music,4+BjNqsX3YJxnQnnI47Q7Q==,book,read a story
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",zGMKiL/3PuCYWTEyZ6Pj8A==,couch,take a nap,NXH2f5HHokF5ADs/I+de2g==,table,hold comics,Bgqugplrj2Rx6fPH1BDEcw==,food,eat up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ObU7FHvSUhJ5IWoHw2t7Dw==,a car,get to his house,EXgXKaDuh3aX3U5euiS0ZQ==,termination papers,solidify their leave,ZXE6KjhghH/c8ojYvj29QA==,vitamins,ensure baby is healthy
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ii6nytsTxw/nyXusrCtYUA==,telephone,take the call,myfYunUYFyUrBFwFC81r4g==,mouse,point and click the button,oahEBdI/o7eiBfjna5s69w==,truck,go to the store
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",f5BnnEMgEl7aIi27XZRjWw==,shoes,protect feet while traveling,0urhUSieS0L4RwqUSRc8pA==,glass,consume liquids from,BzzokAn1P0/vMIPz9WT90g==,medication,feel better
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",9y2P9gamotVjNpeYbCV3zw==,chair,sit down on,sb5NAl6WuC5RLzCadEb3Hw==,gloves,pull up the carpet,Jh02eoD+LoCmC0DEja+lDA==,A catcher's mitt,Protect their hand
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",HNx85LquMiuakbcf4istHA==,a bat,swing at the ball,nBT50i85zEjfjOgNbDYW9A==,mirror,see behind,R7k1yE1WXdAzEpGJ+yfHBA==,dishwater,clean it off
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",TSVuqSS6mmjdW/oqHsXxvQ==,tip,make the real satisfied,6g0xDtOi6lV7okY3Ns7htQ==,medical insurance,pay for the doctor,STgjK/Z+dgQ1lKoJVwX59w==,monitor,view the game on their computer
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",jtISqsp/Ye6E4d2XWv5BXg==,paperwork,get the title,3IVwy0+S6g5GhFs6EO40Sg==,Table,eat their meal on,m5xykIpYBwOXmrfg2Tdsyw==,chase the dog,find where he ran off
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",00FBG0+vZch6KKbwa6pbpg==,mask,protect from smoke,66sBc5vAcZh3MZvA74xXGg==,medicine,help with sickness,jjZMbzomBpEHxfiXUx07QQ==,A bin,put all of the discarded wrapping paper in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",4xDBcvxuIYM62UxK+h29Wg==,DVD player,play the video,566ebiIi7NN+3mISkSDc5w==,table,set it on,RLhhXd80zrGxASogbwKI1A==,brush,spread color
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",b552MfBcy6Wk0Y8eDXTi8g==,sports drink,hydrate themselves,QdgajvuM+dW1uz0DaGWyiw==,anesthesia,inject nto the patient,2IAfsIy8xOYF7bAKamwwTA==,seat,give up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",hqTSWfdaiyvyXKBan3rPkg==,a football,throw to someone,eulboqpYZG7Bdoa5ywnGyA==,gift,present to the host,eJrnABO0NCxRDsEbW3jh3w==,overhead projector,project images and notes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",M5Kf45Z7kmPXtORtdtCP+Q==,pouch,keep funds in,32Nn52d1uiHFQXZaJg0ZmA==,mouth rinse,cleanse their mouth,GTS1AxRIOdRLjUVxsjXKPg==,broom,sweep hair
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",A/VhqGRdvgIgOjDvx9YX4A==,a ID,drive a car,JZivy6CkQBTJzxSWgLIssw==,a pen,to write notes,ik6CkeCcYpy0PvhoVb6G9Q==,waitress,take the order
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",yW5UCBuwtj4BH9lvSBvSvQ==,reigns,direct the horse,pEIxATLivdZ7Pac76W3nZA==,wood,make a fire,SAQbzQ3q9XCD73hqtCne0Q==,a timer,track how long it takes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",eAdYZNYrWWOiAaau+Jjaiw==,cart,bring out the groceries with,uDh1xpaxU+pPGAGyW47+qQ==,table,set the glass on a stable surface,sWQJby2wkpzMXx+7dk4tSA==,a stage,stand on in front of everyone
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/nVv+KO/CkpO0q1hOGcyTA==,a mobile phone,ring PersonX on.,/nSYt405AcPsZBr9CRQtHQ==,glasses,see the egss,JMQqay2zPlymmy+KCVy4wg==,License,legally drive
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DzXCLTbDKMFlJRdLAIVE7A==,New Testament,gift to friend,7MS4575ZiaFo6vUujv7PmQ==,extra money,purchase the watch,i+4DJ2BoclAbVwGlRc6DGg==,pencil,write in tip
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",omwbFDjQVaRi0qW61KfzFA==,diploma,frame and hang up,bPPUa8OWprlmUfwgZafLIw==,filet mignon,order with the card,zjs8x3EbeKUKrsys3NV1pw==,automobile,go to the store
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",rcCaWDwo1Z4qJvqOjZ2ZhA==,card reader,pay with,pAjvaWX1s7p4k3TE+B9aJw==,check,gift to person,gSnLsi0iRMICMuE70t//Tw==,jarts,play with kids
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",qy0OS/9FwFRYn1yCSHhWow==,books,study for class,TzQkQbrOpW++ejMoSWMx1Q==,flannel top,keep body warm,rgDyxZ9/ykcMsjIjqSKZhQ==,straw,drink the liquid
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Yloy4AbhokCjFbp7nJOvnw==,gloves,wear to not get fingerprints everywhere,Uw6EYaavsWaXmBYsrIbxqQ==,hunting knife,butcher his kill,ghzPTJfXaZQO3U06EYcXLA==,leather,slap with hand
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZIOWGHsptTqkxT0zHI3OEA==,chopping board,put the food on.,vOw4O+xkqPkMWa+ZApKnTQ==,a vehicle,move the belongings,tTF7QOz7qp3u9Sh/6fdNvQ==,workout clothes,move more freely
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",yd2Mx0IV6tT/1lvzLi6SPg==,icing,frost with,ac9/7MuBLZnimRKZ0S7CsQ==,a ball,hit and throw,2qlIBQmm/gFtu+g8UrGkaA==,canvas,do art on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",C7GBF9uJLsgyS/EpFkibQQ==,water glasses,put the water in,okPeVAKy0eeOoXurcuR4Ig==,Computer,type on,DyKZzFCA4gpy2nFEAHlSng==,mail carrier,bring the mail
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",7MmZU/mgiWq+xc/sLMmLRg==,currency,pay for lawyer,h2DPbScqLGDcCaQyun3SqQ==,Bank account,Store money in,o+CI2SV5pJU8iNbEdurvQg==,monitor,view the media being streamed
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",WRZDRj33ZUT5h3MU20kB7Q==,pens,write with.,WZWrhtpeWI3EO56+V9SrnQ==,pencil,write down number,ZdQqUgZgiVZVJ+a7eSDJaw==,fishing pole,catch a fish
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",VumbZVRDQcj0JQvIe34yxA==,uber,get home with,wgmGrZKw4xPzeaczlo5bCg==,Numbered jersey,stand out as an individual on a team,3Bfg1RwJ/QUSv3NDV7X5Ag==,Transportation,get home from the movies
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",QVlgpWQa3YbXwpEXthHl8A==,a new coat,buy at the store,rhJSZAF/0fM2cI6hbwc0tw==,a marker,sketch a picture,R4B2GgEEEOpVGfTTdcAe9g==,textbooks,follow along in lectures
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",dyGIpOuq41TM1d9gqiFbBg==,plates,put dinner on,OxiJNY9V9ShNiySaw7/KWw==,a truck,move all the boxes to their new place,vbLr2Mzn4G+jg3FIqGoc4g==,toothpaste,freshen their breath
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",SGR7dj44aWUzteEFNON5fw==,dustpan,hold the dirt,uJ8tXPOu1myUV89sSFLqfg==,bathroom,take the test,Fo5cm+58eSWFuTl29jZBCQ==,instruments,play songs
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",0fLrrLb4xTTSL9ShDvfDWw==,candles,provide mood lighting,86cGcuKZjhMKtBPISE4pKQ==,test materials,to study,V+u7f/b4WHbBXavkaOgfjA==,napkins,wipe food residue away
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",I5ll14wPAOgpMAE5TKYihw==,keyboard,communicate with another,3Rtao9GrsGeOJg+Q2UHbVQ==,writing utensil,make the writing official,wsHlj/lLPi0bGfiPOqQyPQ==,reservation,ensure their place
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",xiIwL1rNQqGaSJwXFK2T2A==,mouse,scroll on page,3OdUKvAnoc6z/aJz7q+lRQ==,notebook,keep track,U4aULTA1khujMSzlyWB0lQ==,new home,move into
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",bz9DT7mjhrHb0d3N+jqx7A==,a hot pad,protect their hand from the hot dish,wVa8L7f6HpBmGiQbqiQ7iA==,truck,drive around in,CX7NOt3MQQvqo+pG1pQJ+g==,oven,warm the meal
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",hZvP3OiLcfocOnJXBD8JWg==,swimming trunks,wear in the water,K9D+9J0FpGPBaQVZE7Ml1Q==,key,unlock car,e/6z9YVM9GqQK9I1ZIlp/A==,soup,feed person y
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Bc1QMBrkFTLIdGgH9osldA==,tea,put into the mug.,BQmzsu+FzHcYTl650q1qfA==,decorations,jazz up the environment,/R+SOMjleJUIFTxHs28ZkQ==,swim suit,swim in the ocean
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",FoWyo/xFu/XeHikVEnP76Q==,movie screen,show the film to the class,cISCw8+4s/0lw+odk4ugiA==,debit card,open a tab,VNnmGPAcfYioXSfmsgHtdQ==,menus,show customers the available meals
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",r7UcOFcAPqd3alGRaoiaJA==,a shovel,scoop the ashes,+j11U3PblaAzH5NhdQ08nQ==,Medicine,help recover,75YpqXhD/5NSsXj/MJ5NBQ==,oven,cook the chicken
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",tFXhtxp7BNqFDHDbDZjq0g==,receipt,have proof of purchase needed for refunds,xpjW4A2w5ZULJr/wm6+0nA==,goggle,protect their eyes,SBCI8zFO1KG6i8JgyRQuvg==,towel,cover up tracks
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ysTXPhJm1s2vT5nHi5oSAw==,coffee,drink while eating,MFh2y0GDHxXyutMhcTM+xg==,location information,make sure the guests know where to come,zVTbRduOA2ps0B27AABpvw==,Cobwebs,Duck underneath
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",4f5KwUvAdydPwFBnK0LtvA==,stylus,enter data onto the screen,HmyzFW8vLU4Bipqrz+Ua7g==,suit,dress professionaly while at work,P7dpTfievzmtA0noCZrvFg==,driver license,buy lottery ticket
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",+ewjG8ZxYw0kMP6dD9ly1g==,automobile,transportation to event,hULiEAU/WgjOOWbW0Krn1g==,a basket,if they are playing basketball.,NWxfx8UUCa9vVwN5kCk6gA==,gym pass,enter the gym
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",r5mUAaBV6CqQwSqAUZcrtg==,Monopoly,play with guests,I6H4Cme146Kdw0OFGtBkng==,wine glass,drink wine,sEkYKaq+w/U7t1lV390KyA==,a police cruiser,put personx into the back of
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",mJYBWdIiADrbfacAnEtEJQ==,gloves,wear on hands,1t4bxcI5+7R86j1Z845gTA==,briefcase,carry insurance policies,tx6oemSX1cHgDqBv7nueyA==,sheet music,play something
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",90rBivO3V8YyYk7KZAL32g==,gun,protect herself,ggxhQq3ke7kv2+r6gDpkhw==,mouse,control the compputer,ljy/qaRG8bCob/mTjpelYg==,outlet,inspect that the television works before buying
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",AQpNnXY9Fv0aNUabWNuxQA==,rag,clean off the table,nrc7ZuXCm6pUaMyWSIJwxg==,candy,have a fun snack everyone likes,XrJRR4K6NDmqaC0PXM6H/Q==,a car,drive to work in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",HX7I67qMzD8wKRzlrOApVQ==,processor,add money,M8GnSZWU2tta0AfX/coIRw==,food processor,mash strawberries,d0656N42LHlaSk6D/qEgqA==,eraser,take test
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZxNrsO/U79H0upR0rEr4HQ==,rink,practice on,7FkE7eRjklIfxv+YASb+dg==,ambulance,ride to the hospital in,4N8Gy2TPF1cPjLNupduZXg==,hoop,aim the ball for
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",l43UG6NhzeqEpFqXOx5roA==,couch,let person Y sleep on,+E3cmz56PwcKFCUddsabWA==,a syringe and needle,inject into PersonX's arm.,uqk/UoL5a/oNa52oSmMV9Q==,planner,keep to a schedule
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",6a7SNburTStC/TK6XziSMw==,picture,put on account,Jr6OacY9gyY6quNss0jPgg==,drying maching,heat up garments,7DIrcFoo1DG4Dau0YEgSvw==,bike,ride to the location
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",a4TalYuoFRu9nbxxLcrVwA==,board,chop on,BIvUYc7BdfsIaF0XTgfSjg==,service,operate the telephone,3mBXbszczsgZEpDDdBfFcQ==,map,look at locations
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",kdJtgVT7jitvzOSD5XFVIA==,gasoline,put in the mower,Clp8hKmUI2Sw5agnipUjTQ==,quarter,place under pillow,VAnacrx85nj4SjgBQHBwYg==,furniture,try out
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZYLd1I4gtNlso3ZP29fe6Q==,shoes,wear at practice,qZ1YMlNh7dVy8Ylbwj+A7A==,Towels,place on the sand,kZOe/WXeDe1opjevBu2wJg==,book,take away
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ggtlkEsRPoMIsHXhFCikRg==,resume,post to jobsites,oTWK4DvqUrDYThrt52xbfw==,catalogue,look for furniture,FuHErZnIGj0mUKYzX0uTMg==,oven,bake dessert
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",2LNsNHgI/6r4/m603ERn9g==,books,find relevant information,99waHFpkB5H3iCEATU2lgw==,Coffee filter,remove excess coffee grounds in the process of water making contact with coffee,sXboxLHIXUbcKktHvuuhEQ==,ticket,get on the ride
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",L5TqKQEOsQn5gBEncrWfWg==,coffee,drink alongside the food,aOnTOT3f5n161Y79cilt8w==,wet suit,wear in the water,1FuI7nA0SOFChbMLbR+32Q==,screen,project the game onto
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",JW15pRXrgD+Gposw6JLxfg==,vending machine,select which drink he wants,tpd3BCtvCzM9dtf60UYPQg==,fork,get into PersonX 's mouth,/H/YBvb2uUsB1x8KaMih9g==,dust pan,sweep the dirt up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",BcxhTgoU3bS0TIrgwGSd2w==,packages,to hold in hand,ilZIKd5I643Q/jENdCkdLw==,bear spray,to defend self if caught,aG4rIgaJ7v2zpjB8Fxy1Rw==,product,massage inot person Y's scalp
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",mgFkOpu2oTIxWELtPVo5qg==,a washing machine,wash their dirty clothes,JG6fgsBTvj6oXvPJ1/dDhQ==,professional clothing,interview for a job,/ZYKiRZxVZ0PCz5nJc7uAw==,camera,capture video
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",QC9r3vX/Vy0o1Lo7wokt9A==,reservation,book a table,+9AzdyZKpj4P68CnX8DKRg==,A nifty outfit,look good in,r/YPgXrIAinIU/pBPP/t/Q==,make up,put on their face
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",U7/JZJOByTn8M2ZAbG5fsA==,a bank,hold the money,ORZhQUfKlKR9cGJri1ssTA==,bong,smoke from,dB/N9KReaeEJcymXfEwiQw==,a phone,call the restaurant
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",GCbVL0N5dLh1q/K+7hJw8Q==,Evidence,prove his partner useless.,El00/Vsw1JAbkyrIz1zJTQ==,writing instrutment,take test,a1CGeQ5491NnyBG5rb0j7A==,pen,sign report
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",w3l6T9bbUAMoFh/jp73nug==,telephone,call the number,cmwz/jwL6RKmfzdFN0nZ7Q==,gloves,protect his hand,OgLrQ+kl9ze3WdMSI6UfLw==,shelf,in the oven to put the pan on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",fm2KI9pIdGIxNaOg/56oRQ==,spoon,stir sauce,dgSYf++FMtB0Hzakn7Z9JA==,textbook,see lessons,rTqbmNWti4QoM+cyf/XSoQ==,rope,tie to the stakes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Ed3p801Tkz5n3E204LBWLA==,A phone,make the call with,jcIHqfPlRAXkcyhXUSztQg==,internet,research the best new laptop,PEaLoetab5uL2+79cy0a7Q==,a MP3 player,add a playlist
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Xo3N68N2+LDiarIleDXMsA==,Batteries,to make the alarm work,+qIvNHA0Y5yKbopjw73U9A==,broom,sweep up bits of glass,bZTtie/acYnqIMgy/02GYQ==,extra money,pay for the new home
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",7SLGjUu8LUaC+s44N5fIOA==,a car,drive to the park,T9Ho1K3IQwOk86e6Sc71kw==,watchband,wear watch,5Si9WJ2nqxkX7UsC3FnRbA==,a stone,try to carry
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",8SfaDqsxGZ5u1+KAPR6Lpw==,tissue,wipe away minor mistakes,+S3vXIN3KLcZEKwHMJuvig==,a bin,dispose of the bag.,TvDJpSF0ICoxOoMJqcOkUg==,a knife,slice tomatoes
