Title,Description,Keywords,ObjectUseId1,Beginning1,Middle1,End1,Step1,Object1,Use1,ObjectUseId2,Beginning2,Middle2,End2,Step2,Object2,Use2,ObjectUseId3,Beginning3,Middle3,End3,Step3,Object3,Use3,Answer.Step,Answer.rationale1,Answer.rationale2,Answer.rationale3
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Npyl1UZ2nbrvAvVrmUezyw==,PersonX drives a car,PersonX always looked forward,PersonX does not see PersonY behind them,Beginning,seatbelt,obey the laws,+RecFez/6vJzVG30GhWUbA==,PersonX makes dinner.,PersonX eats pork,PersonX does dishes.,End,liquid,wash with,1KdAJNbRABi5m8WfqPHcXw==,PersonX reads new recipe from cookbook.,PersonX makes soup,PersonX sips the soup.,End,spoon,taste finished product,Beginning|End|End,"To drive a car legally on the road, seat belts must be worn.","To do the dishes means to wash the dishes. To wash dishes, water is needed. Water is a liquid.",Soup is eaten with a spoon.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",2yooR18DrrRm4herUHF8bA==,PersonX tries to bake a cake for the first time,PersonX finds PersonY explanation,PersonX bakes the cake to perfection,Beginning,oven,bake a cake inside,qmzRRHI/jYa1bHfWPrSMxQ==,PersonX meets PersonY,PersonX gives PersonY a makeover,PersonX charges PersonY money,Middle,face paint,contour and highlight skin,h3SlOUAOh0bUCUU7WFRnhg==,PersonX has a long trip ahead,PersonX makes PersonX's plans,PersonX has a great overall trip,Middle,notepad,write plans in,Beginning|Middle|Middle,An oven is a kitchen appliance that heats food. It can be used to bake a cake.,Face paint is powders and glosses. It can be used to contour and highlight skin on a face.,A notepad is a sheaf of papers. It can be used to write plans in so they won't be forgotten.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",e159UYkhQO6sg+TTXHoa9w==,PersonX eats a horrible diet,PersonX is gaining a lot of weight,PersonX gets sick,Beginning,greasy food,overindulge in,VYtU1Q/0SHxs85mJXK1Zcw==,PersonX grabs his shovel,PersonX begins digging,PersonX puts tomatoes in the holes,Beginning,key,open the shed doors,ae4LRAh0KTM/GLx6jAT/7A==,PersonX goes over to his mom's house because he misses them,PersonX celebrates christmas,PersonX is glad to have seen everyone and gives them a hug,Beginning,coat,keep warm outside,Beginning|Beginning|Beginning,The greasy food can be chewed and swallowed to overindulge in.,The key can be turned in a lock to open the shed doors.,The coat can be draped and fastened over the body to keep warm outside.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",a9+hzesGcTVtvGm/DGaOHg==,PersonX checks the forecast,PersonX buys a fan,PersonX installs the fan in the window,End,bracket,Secure item to window frame.,NbQdTH4EdGqMWkTWmfjOTQ==,PersonX gets out of bed,PersonX has a good day,PersonX gets ready for bed,End,a nightgown,put on,M97Jm+v+vz8aWLl6+lhuqw==,PersonX goes to the store,PersonX buys paper towels,PersonX cleans the kitchen counters,Beginning,directions,locate the store,End|End|Beginning,Brackets can be installed on a window frame to hold a fan in place so it doesn't fall out.,A nightgown is a comfortable loose article of clothing one wears to go to bed.,If one is unsure where a store is they might ask for directions so they can find their way there and know the best route.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",rcv7Q+S5KAmputKi1PNQIQ==,PersonX gets the camera,PersonX takes PersonY's photo,PersonX saves the photo,Beginning,money,buy a digital camera,Zffrkjyb8TWt5TOQe8EiHA==,PersonX is asked to make a speech.,PersonX makes PersonX's speech,PersonX is rewarded for their speech.,Middle,microphone,amplify words,UlFSGR3q4m073gRJgtS7/w==,PersonX checks into creepy hotel,PersonX unpacks PersonX's things,PersonX searches for source of bad smell,Beginning,pen,sign for receipt of paperwork,Beginning|Middle|Beginning,You can't buy things with out money or credit.,A microphone makes your voice louder and so people can hear you better.,You can't sign with just a pencil as it can be removed.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",9u5eEmul+3xPBGg5j2LImQ==,PersonX wants  a puppy,PersonX adopts one,PersonX takes the puppy home,End,dish,to feed the puppy,lTIz5cwTJGHONVJA2d8Jiw==,PersonX takes a job as a back-up dancer,PersonX works like a dream,PersonX performs at live events.,Middle,stage,jump around on,YdEerptJnklgy+P7zSODAQ==,PersonX buys ingredients,PersonX follows the recipe,PersonX serves dinner,Middle,book,read the instructions,End|Middle|Middle,A dish is a container that can hold dog food. A person can fill it to feed the puppy.,A stage is a platform to hold a performance on. A person can jump around on it in a dance to entertain people.,A book holds written information. It can be used to read the instructions for a recipe.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",lSq3mRhcSHO9rkNNvnB4zw==,PersonX sets a wolf trap,PersonX has the wolf by the ear,PersonX takes the animal to a reserve,End,vehicle,transport wolf,D3bLSfpBGn047xRY1GWF2w==,PersonX goes to an art class,PersonX likes to draw,PersonX draws a nice picture,Beginning,paintbrushes,add color,WrR3x9VMTrl/zyrjkwFO9w==,PersonX ate some more pizza.,PersonX is always hungry,PersonX ate some more in the kitchen.,Beginning,napkin,wipe their hands,End|Beginning|Beginning,Vehicles take people and animals to places faster.,Color can be added to art works using paintbrushes.  The paint is loaded on the brush and added to the canvas.,"Pizza contains grease, cheese, and sauce that is considered messy.  A napkin could be used to wipe up any mess."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",YzfyWc+HQtSWxMA6QqwSMA==,PersonX cooks a gourmet dinner.,PersonX enjoys PersonX's food,PersonX washes the dishes.,End,soap,get the dishes santized,L0qC82CXaxSLD/Ea+Ecd9A==,PersonX goes to the flea market,PersonX finds a good deal,PersonX buys a coffee table,Beginning,basket,carry around their purchases,0HSpi6m3hrw6jNBU7PTf+Q==,PersonX tries to run a mile,PersonX makes progress,PersonX is satisfied,Beginning,fitness tracker,see how far they have gone,End|Beginning|Beginning,Soap helps clean off the food and germs from the meal that the person just ate or cooked off of the dishes.,It makes it easier to carry everything in a basket rather than carrying it all in your hands.,It can be tough to mentally keep track of those details so the fitness tracker gives a more accurate reading.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",AS376Sc0JqPlveHkjdRDog==,PersonX goes fishing,PersonX catches any fish,PersonX fries the fish for dinner,Middle,bucket,hold the catch,xvjF2eIK9wcIEZcYEepQzA==,PersonX woke up later for work,PersonX quickly made a sandwich,PersonX then headed off to work,Middle,bread,spread peanut butter on,PZgatJgAk9T5ZY0CZGN2/g==,PersonX goes fishing,PersonX catches three fish,PersonX cooks the fish over a fire,End,Wood,start a fire,Middle|Middle|End,A bucket keeps the fish in place and prevent it from escaping and also preserves it,Bread is a medium that the peanut butter can be spread on for consumption,Would provides fuel to keep a fire burning for an extended periodOf time
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ihLF1x4MLjts/XXwoi8tsg==,PersonX runs quickly up the steep hill.,PersonX breathes hard,PersonX stops for a drink of water.,Beginning,shoes,climb up easily,GiGjY4YQMpVUJvPrAZ+NTQ==,PersonX is shopping in the market.,PersonX sees PersonY's aunt,PersonX waves and walks over.,Beginning,bags,carry food home,2DeaIiNBBEMmfA3IX42K6Q==,PersonX walks into the office,PersonX starts work,PersonX works hard,Beginning,lights,illuminate area,Beginning|Beginning|Beginning,So they can grip the surface.,So they can get everything they need.,So they can see in the area.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",5fb5IhGNBVyn24C8uguj5w==,PersonX signs up for online dating,PersonX finds love,PersonX gets engaged to be married,Beginning,mobile phone,find a date,cla43KYVeLJX1cg1z0mSag==,PersonX babysits her PersonYounger brother,PersonX keeps PersonY in order,PersonX is paid for the evening sitting,Beginning,House,Stay save in,/41eW/ZIhEfr/1FfwyEuFQ==,PersonX likes a pretty plant,PersonX names PersonY's lily,PersonX gives the lily back to PersonY,End,pot,place the flower,Beginning|Beginning|End,A mobile phone allows you to download different apps like Tinder or Bumble. You can swipe right to match with someone and find a date.,A house provides shelter from the elements like rain and wind. When babysitting everyone can stay there to stay safe and warm.,A pot holds dirt and can have water poured into it. You can place a seed into it or place a flower directly into it to have or give as a gift.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",jNcrEGt9Kz6n5Vz2RLXiEA==,PersonX had a sick dog.,PersonX takes it to the vet,PersonX saves the dog's life.,Middle,treats,keep the dog calm,nKbLoPWz5YZqeiNmVtQinQ==,PersonX meets someone online,PersonX is on a first date,PersonX takes date home,Middle,an address,go to for the date,wSoxwPu/VmtEDB2hQdvNtg==,PersonX hears about someone's problems.,PersonX cares a jackstraw,PersonX goes back to reading a book.,End,a seat,sit on while reading.,Middle|Middle|End,Provide the animal with the required nutrients,Know where to go.,Sit comfortably.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",b2x3JSzS0eRUJpjtPg8b7g==,PersonX wants the shirt.,PersonX buys the shirt,PersonX wears the shirt.,Beginning,a blouse,wish for,J9EQqs/le+ZgdG5wYHgf2g==,PersonX volunteers at a homeless shelter,PersonX takes up a collection,PersonX donates the money to the shelter.,Middle,envelopes,store the money,Qtwc8r54yTJl1ymWThxE+w==,PersonX Enters a a lottery,PersonX hits the big time,PersonX Wins a prize,Beginning,lottery ticket,claim prize,Beginning|Middle|Beginning,Look professional.,Keep it for a later date.,Come into some money.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",frVR/KNpHtVLtqDrxktEMQ==,PersonX spends lots of time getting ready,PersonX looks pretty,PersonX meets a nice man,Beginning,makeup,accentuate their features,k73W+N9q8Jzi7DQO/dDUwQ==,PersonX asks their friends about a movie,PersonX hears great things,PersonX buys tickets online,End,computer,go on the internet,w+7W4ojE77D4dSKZdHhrwA==,PersonX asks a question,PersonX does n't know either,PersonX calls a friend,End,a phone,dial up the friend,Beginning|End|End,It is custom for a person to wear makeup to try to accentuate their features when they go out.,A computer is a device which can access the internet to buy the tickets.,A phone is a device which can be used to call up a friend to talk to them.
