Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3,Answer.Event1,Answer.Event2,Answer.Event3,Answer.after1,Answer.after2,Answer.after3,Answer.before1,Answer.before2,Answer.before3,Answer.event-valid1,Answer.event-valid2,Answer.event-valid3
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",G0m+1np76paHeJNGaGX19A==,PersonX rounds the corner,GnZIwRmaiOyYbuz2UEetHg==,PersonX redeems oneself,/fJXkAfsGRSOi/rEMPIBcA==,PersonX takes PersonX's lumps,PersonX rounds the corner,PersonX redeems oneself,PersonX takes PersonX's lumps,bumps into another jogger,vows not to make the same mistake again,goes home to recover,goes jogging,makes a mistake,picks fight PersonX can't win,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",o81VZCJTfig6jXjvVrZpBA==,PersonX plays checkers,5BeQO6pfaB5VEiaAMSJdJA==,PersonX adopts a little girl,JizWhR1X6+QM5Bmz9Pxgsw==,PersonX cries PersonY's eyes,PersonX plays checkers,PersonX adopts a little girl,PersonX cries PersonY's eyes,wins every game,invites her home,{},is smart,is starting a family,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",aoiuKAHS41visnSBltLhKg==,PersonX rides shotgun,+Q1x/yqwJ1W0kM1ofGLOpQ==,PersonX picks a fight with PersonY,NRnbvqPBeUiQjcZYIx2SsA==,PersonX leaves for work,PersonX rides shotgun,PersonX picks a fight with PersonY,PersonX leaves for work,controls the radio,punches PersonY,arrives at work,calls shotgun,loses to PersonY,readies for work,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",aP20y/XGzF0FszV4xHOLEg==,PersonX gets a car,jDrPH/E9WNqY/K4kzpy47g==,PersonX laughs and talking,j53+FABq4tDXYE6EdraGzA==,PersonX expresses PersonY thanks,PersonX gets a car,PersonX laughs and talking,PersonX expresses PersonY thanks,drives the car,passes out,{},is at the car mart,is drunk,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",SB1jjfOyaAYn0IwxymzShA==,PersonX meets PersonY's parents,ZJAmIUpROrnNbX2oRQ4zug==,PersonX hears a knock on the door,raqGjdYn6UFu7e64ecWO5g==,PersonX learns everything,PersonX meets PersonY's parents,PersonX hears a knock on the door,PersonX learns everything,makes a good impression.,walks towards the door.,operates the equipment.,is dating PersonY.,is standing in his house.,reads the equipment manual.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",vCGOeN2Ju8gBG8Z9CmztVA==,PersonX gives it PersonX's best shot,6J+8i8WZieInX/QmHqLwcg==,PersonX is always cold,3xwrezBAmSxzkbjfCLDFrg==,PersonX delivers papers,PersonX gives it PersonX's best shot,PersonX is always cold,PersonX delivers papers,throws the baseball,puts a blanket around himself,has to ride his bike early in the morning,picks up a baseball,is freezing,is hired at a new job,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",fKqPIAQuQasoV9PDaau+zQ==,PersonX comes within sight,zEzyL8eFzy3jWBSNp1nSfw==,PersonX is on a family trip,/UXHxxNQTiYkqz6pR15wmg==,PersonX checks on PersonY's son,PersonX comes within sight,PersonX is on a family trip,PersonX checks on PersonY's son,is caught.,is on the way to the Grand Canyon.,walks back into the living room.,is being chased.,is in the backseat of a car.,walks to PersonY's son's room.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",+f1mAGFKNXmEQUP/NPUxKA==,PersonX runs errands,V1E+i0mplNWCdcXfbfIGsg==,PersonX tells PersonY to sit down,OWl5KCLeoS2AKgYRbW3C/g==,PersonX enters the store,PersonX runs errands,PersonX tells PersonY to sit down,PersonX enters the store,goes to the movies afterwards.,sends PersonY to the principal's office.,starts shopping.,takes the afternoon off.,gets mad at PersonY's behavior.,parks his car.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LBV6ftqEo4SCcpDV/uNiZw==,PersonX is fired from PersonX's job,zpaZ6L5vF6LRF7pSWW8Vew==,PersonX loves PersonY's mom,oX7wrtTYZKMDCgR+TFEEzw==,PersonX leaves the beach,PersonX is fired from PersonX's job,PersonX loves PersonY's mom,PersonX leaves the beach,realizes the mistakes they made.,spends dinner with the family.,goes home to a nice dinner.,smokes marijuana.,helps a family move.,starts their day jogging on the beach.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dIRWGDrRYEj2FqPZ3neCUw==,PersonX plays the lottery,7VbW1Q300wblqoau+I3ndw==,PersonX spends days,9eD2xoIbsWBxJK2Xu7kL9g==,PersonX comes unhinged,PersonX plays the lottery,PersonX spends days,PersonX comes unhinged,wins a free ticket.,comes back well rested.,begins to see a therapist.,buys a scratch off ticket.,goes on vacation,catches their partner being unfaithful.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",UbGpaOQjUNR2tDNvnwuocA==,PersonX begins PersonX's march,pQUJnOUKGRR4JnWiEGEgyQ==,PersonX wears a helmet,odxWy+2Hf35K5wUSe5b82Q==,PersonX left behind PersonY,PersonX begins PersonX's march,PersonX wears a helmet,PersonX left behind PersonY,is marching all day,crash his bike,is the first to reach the finish line,is in charge of the march,is riding his bike,is running fast,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",AiZrfIF7dS3Tfqr+qm7uBA==,PersonX keeps PersonY safe,JUUwNzEIbEbWzLCHvpFG7w==,PersonX invites PersonY to share,/9wLq3rb2gm/wgG8KA9fug==,PersonX leaves for school,PersonX keeps PersonY safe,PersonX invites PersonY to share,PersonX leaves for school,gives back safe,is happy they shared,comes home from school,takes safe,wants to share,prepares for school,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",KjcQM9mqxdKpEsu+GbNrnQ==,PersonX hands PersonY his hat,IcKW0gMv+G5AOTkbeMyvZQ==,PersonX gives PersonY answer,qrCVmYvaypY2bpjGk9ih/A==,PersonX fixes the hole,PersonX hands PersonY his hat,PersonX gives PersonY answer,PersonX fixes the hole,is thanked by PersonY.,is thanked by Persony for the answer.,then seals the hole.,sees that PersonY is blinded by the sun.,is asked a question by PersonY.,sees a big hole in the siding.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",20kM1rvXALJxklFO3sDSbg==,PersonX begins to cry,a/K/3/dK2xca5Hfe/11QeA==,PersonX produces PersonY results,XfmahkcUCp7FI7p28KTRcg==,PersonX puts PersonY's head down,PersonX begins to cry,PersonX produces PersonY results,PersonX puts PersonY's head down,covers PersonX's face,{},scolds PersonY,falls down,{},notices PersonY looking around,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",o26JoPecILiejIxXGG3ghA==,PersonX files off the serial numbers,DOktzaxfvjouj8Glh7Dszw==,PersonX really enjoy,txOgWevabB4nudempGi05Q==,PersonX needs a change,PersonX files off the serial numbers,PersonX really enjoy,PersonX needs a change,put the guns into the cache,{},applies at many new job locations.,gathers his guns,{},quits his job,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",sEnvLKuhuFQV5My//nWyaQ==,PersonX gives PersonY aid,NsfSUb54/h2OPD5MZvhZsA==,PersonX says there was nothing PersonY could do,Jvg2qUPso0E31Sb9gep6Pg==,PersonX gives PersonY a lesson,PersonX gives PersonY aid,PersonX says there was nothing PersonY could do,PersonX gives PersonY a lesson,Gives PersonY medication,Is not optimistic about the future,charges a fee,visits PersonY,says it is okay,reads from the book,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dcRcsW9AmWss5zjaOdHPbw==,PersonX would be mad,Ii4khDgQFA6ppyq+tEeJog==,PersonX gets PersonY's driver 's license,MBr3tlpB5X75OQHgQCQITw==,PersonX buys all the ingredients,PersonX would be mad,PersonX gets PersonY's driver 's license,PersonX buys all the ingredients,but he already embezzled millions,returns to their cop car,makes the dish,got fired,pulls over Person Y,looks at the recipe,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",7oLyCamqpbPrsvgUABGXpg==,PersonX cleans the house,pLVyF2c14ERH8JbzeyXqKw==,PersonX starts to burn,Do+Zz7Fs5tgAlW1xxMVXzA==,PersonX learns how to fly,PersonX cleans the house,PersonX starts to burn,PersonX learns how to fly,sits down to rest,dies,gets a certificate,looks at his dirty house,is lit on fire for being a witch,takes pilot lessons,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",JG7RE51KIn2a0P8nANvQEg==,PersonX kills PersonY father,4p+vVqqVu0K6SvChwazANQ==,PersonX watches a movie,J4xZCvi6sNMe8Vsm5hM1EQ==,PersonX accompanies by PersonY's wife,PersonX kills PersonY father,PersonX watches a movie,PersonX accompanies by PersonY's wife,gets arrested.,leaves the theaters.,and PersonY eats dinner.,gets into a fight with PersonY's father.,goes to the movies.,goes to a fancy dinner.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",/9jEzps89oATXpWgO1Wh7A==,PersonX sees a shooting star,6Mwa+XGa8gpbLtrwfgfM6w==,PersonX tells PersonY where to shove it,Lh9uHOKpJ/9CG7TLPCH/rA==,PersonX always wear,PersonX sees a shooting star,PersonX tells PersonY where to shove it,PersonX always wear,makes a wish,fights PersonY,{},looks out the window,gets in an argument with PersonY,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ovgctbEQUyQJtLVXBdEbVg==,PersonX is getting married,THrfvD01oX0glExcShfkUw==,PersonX sends someone,cgfxFYNrKmHhki20TEujoA==,PersonX sees PersonY mother,PersonX is getting married,PersonX sends someone,PersonX sees PersonY mother,must plan wedding with fiancee.,{},stops to chat with PersonY's mother.,proposes to longtime girlfriend.,{},visits PersonY.,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",9ZZlJG5/waDWZ4XfgFh4hA==,PersonX makes a cup of coffee,ZH4a58nOn9Z7JXUeH8wT7A==,PersonX posts the photo,ybeFxN0zislt9QfFBqV8Ug==,PersonX has to use the bathroom,PersonX makes a cup of coffee,PersonX posts the photo,PersonX has to use the bathroom,drinks their coffee.,takes more photos of the lake.,washes their hands.,puts water in the coffee machine.,takes a photo of the lake.,drinks a big cup of water.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",C4Bu4eYPT1j/0F+DZzOY4g==,PersonX tests PersonY's skills,WgG0DsoeKoY9Eo8NhMK1Uw==,PersonX takes it to the shop,y6oPPqezcB9nE/o+VvSlPg==,PersonX learns french,PersonX tests PersonY's skills,PersonX takes it to the shop,PersonX learns french,tells PersonY they are competent.,pays the repairman for the work he did.,talks to people in Paris.,enjoys teaching others.,discovers their bicycle is broken.,is going to Paris.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",sFXJwcCyBnSHEqDg4W98cQ==,PersonX carefully put,fuRl0JygP0krAFyEYs8Tmg==,PersonX finds the movie,9UxPctl4JOMfXdiJIKX1Bg==,PersonX buys some bread,PersonX carefully put,PersonX finds the movie,PersonX buys some bread,{},watches the movie.,pays for the bread.,{},is searching for a movie to watch.,goes to the store.,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",WMAmj2EWt2/pWLoAleSHMQ==,PersonX thinks would become,Oh2N18+T9sM4ZJNPn8bqVw==,PersonX is cooking spaghetti,p1Veyi8wN0YiQevP8eXKUQ==,PersonX gets PersonY appointment,PersonX thinks would become,PersonX is cooking spaghetti,PersonX gets PersonY appointment,{},sets the table,gets hair supplies ready,{},has a date,cuts hair,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",PTTl2NjlB535v8uNfyy90Q==,PersonX gives it a bath,8J0QdsHoe8wF9kZRaVR/GA==,PersonX suits PersonY better,g0083nWYikCCHEzkl4BkQg==,PersonX fees the kitten,PersonX gives it a bath,PersonX suits PersonY better,PersonX fees the kitten,gives the dog a new home,starts a relationship with PersonY,{},finds a stray dog,has broken up with someone,{},,,on
