Title,Description,Keywords,situation,source-id
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",We ended up just playing loud Mariah Carey music at a friend's house.,rocstories/b10333db-1bbf-4f53-a715-98aecaba09bc/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Ben was worried no one would show up at his home.,rocstories/a3db97c9-f93a-4df7-9396-f9c41529d72f/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Then one day her man proposes to her.,rocstories/15f05d0a-effb-4ba2-8d47-b6c0d4e86aea/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","They went to the store, and Julian chose a new mountain bike.",rocstories/63570cb2-095b-4f4b-bd61-d2358092842c/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Daniel is bored at his house with his kids.,rocstories/2918eeb2-2853-44f5-a037-8d31c455d0aa/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Andy purchased the seeds, and went to his garden to plant them.",rocstories/d5602530-0b35-437a-8a29-815ce1354c2c/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","I agreed, but restricted them to one package per day.",rocstories/df61d498-7bc9-4a90-bc53-e37aa0f1e5df/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She gave him an ultimatum to either marry or leave.,rocstories/4de38ecd-39a3-4c7c-988e-93e6f8ec7705/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She had practiced for her lesson all week long.,rocstories/0f31b20e-6dd2-4c70-ae2d-ab518c05585a/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I tempered my expectations and began remaking my build.,rocstories/f574cd8d-3a78-4c9f-ad78-d4df58c7504c/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My friends and I bought tickets to a music festival.,rocstories/da713091-2833-48e6-bcf4-90aefb596e9f/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jimmy had been very responsible with his chores lately.,rocstories/4a4f9091-924c-40da-bc81-574635ae8761/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Kurt left his wife because he was a horrible husband.,rocstories/40abe787-08dd-45a9-aff0-16997b90ad3c/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","It smelled terrible, but my ankle felt better after applications.",rocstories/b63b7146-7392-4ca5-9803-83fc7650bff4/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","It came down to the final throw, but in the end I won!",rocstories/28d661d5-ccb0-4dde-97a4-2cd3198fd648/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",We told them we would be happy to let them jump if they had asked.,rocstories/66b242df-1159-42c0-8694-f05525705c6c/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","When he arrived, he realized it was the weekend and didn't have work!",rocstories/b79a0758-ea2d-4c6f-a003-ecf34736af8a/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Zack chose his favorite restaurant.,rocstories/b59ad9e7-2716-4f9d-ad24-5cc33cb653c4/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",That night Sally's Mom took her tooth from under the pillow.,rocstories/3c4bf733-5fac-4036-91cf-8611d400d4ed/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It felt like spring once they had popped out.,rocstories/e20f4e03-3884-4e41-b775-c7e253e74fd6/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jimmy was watching his daughter for the week.,rocstories/5ab6b563-10ac-413f-99a0-ed6746767f49/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",When he got home he gave to his mom.,rocstories/0091bf35-4300-439e-b4ff-9c1a4d94eb86/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He loved flying it around his neighborhood.,rocstories/7b226d86-b1b3-437e-bd2d-d4d6b72a6cbd/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",John got a bonus in his next paycheck.,rocstories/0b391f8b-716d-43e4-8a9f-226d645e59b9/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He made obvious faces when he was bluffing.,rocstories/7095d551-7789-4253-83da-198ec055024b/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He would toss and turn when he would lay down.,rocstories/519cf7f1-bd55-44ea-b44c-4642837126be/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They had fun having their palms read by the psychic.,rocstories/2ee9835c-f7f4-42fe-ac2f-e30d78b3ed1c/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She asked her brother to do all her math equations for her.,rocstories/0b42cf93-3b89-49c7-98a2-9193ca7251a9/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Joey was proud to earn his medical degree!,rocstories/d2d492b8-36d4-4ebb-905e-5b3800a68ec4/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Kevin took his kids to ride go karts.,rocstories/79b404ef-e9b6-4b31-a1dd-db48e6b7d071/sentence1/original
