Title,Description,Keywords,situation,question,type
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Francis trolls user123 back and the forum becomes a huge room filled with insults from Francis and user123,What is the forum like?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I taught at the boarding school because I enjoyed helping children,What did the children need help with?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",bothering people who are grieving.,How are they grieving?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",expecting your child to eventually surpass your strength as they get older.,How strong is your child?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",joking about AI becoming overlords in the future.,How did you joke about AI becoming overlords?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Sandy diverts Mark's attention to other things, and Sandy shows Mark pictures of Natalie",What other things are Sandy diverting Mark's attention to?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I smoked a cigarette in the yard while watching an airplane,What was the airplane about?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",people smoking outside.,Why are they smoking outside?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",showing solidarity with family members in the face of adversity.,What adversity?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",subscribing to a religion.,What religion are you considering?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Aaron asks his son questions to provoke his critical thinking skills but refrains from speaking about his own opinion,What is Aaron's opinion?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",pressuring your boyfriend into proposing when they aren't ready yet.,Why aren't they ready?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jeff puts on a movie for the kids then takes his wife to bed,What movie did Jeff watch?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",fixing problems with your yard.,What are the problems with your yard?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",selling things in school.,What things are you selling?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Verlin decides to hang out with his other friends for the afternoon,What did his friends do?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Denny wires his roomate his portion of the rent money,What did his roomate do to deserve it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting a job when you don't have money,What kind of job?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting help if you're an alcoholic.,How do you get help?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",watching South Park as a child because it's a show for adults.,Did you grow up watching it?,t5_0.6
