Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question,Approve,Reject
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars block their path.,block,no,,{},Abandoned cars block their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine kicks the bowl.,kicks,no,,{},The Marine kicks the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine kicks the bowl.,kicks,yes,,{},The Marine kicks the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine kicks the bowl.,kicks,yes,,{},The Marine kicks the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine kicks the bowl.,kicks,no,,{},The Marine kicks the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine kicks the bowl.,kicks,no,,{},The Marine kicks the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,arranged,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,arranged,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,arranged,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,arranged,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,arranged,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars obscure their path.,obscure,yes,,{},Abandoned cars obscure their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars obscure their path.,obscure,yes,,{},Abandoned cars obscure their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars obscure their path.,obscure,yes,,{},Abandoned cars obscure their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars obscure their path.,obscure,no,,{},Abandoned cars obscure their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars obscure their path.,obscure,yes,,{},Abandoned cars obscure their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns pops his hand and the doctor smiles.,pops,yes,,{},Kerns pops his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns pops his hand and the doctor smiles.,pops,no,,{},Kerns pops his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns pops his hand and the doctor smiles.,pops,yes,,{},Kerns pops his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns pops his hand and the doctor smiles.,pops,yes,,{},Kerns pops his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns pops his hand and the doctor smiles.,pops,no,,{},Kerns pops his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",scrutinize,yes,,{},"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",scrutinize,no,,{},"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",scrutinize,no,,{},"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",scrutinize,yes,,{},"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",scrutinize,yes,,{},"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars bar their path.,bar,yes,,{},Abandoned cars bar their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars bar their path.,bar,yes,,{},Abandoned cars bar their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars bar their path.,bar,yes,,{},Abandoned cars bar their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars bar their path.,bar,no,True,The word bar makes no sense in this scene.,Abandoned cars bar their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars bar their path.,bar,yes,,{},Abandoned cars bar their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers consider heading out to sea.",consider,no,,{},"From a deck, the two brothers consider heading out to sea.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers consider heading out to sea.",consider,yes,,{},"From a deck, the two brothers consider heading out to sea.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers consider heading out to sea.",consider,no,,{},"From a deck, the two brothers consider heading out to sea.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers consider heading out to sea.",consider,no,,{},"From a deck, the two brothers consider heading out to sea.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers consider heading out to sea.",consider,yes,,{},"From a deck, the two brothers consider heading out to sea.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons releases his rifle.,releases,yes,,{},Simmons releases his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons releases his rifle.,releases,no,,{},Simmons releases his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons releases his rifle.,releases,yes,,{},Simmons releases his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons releases his rifle.,releases,no,,{},Simmons releases his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons releases his rifle.,releases,no,,{},Simmons releases his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns curls his hand and the doctor smiles.,curls,no,,{},Kerns curls his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns curls his hand and the doctor smiles.,curls,no,,{},Kerns curls his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns curls his hand and the doctor smiles.,curls,yes,,{},Kerns curls his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns curls his hand and the doctor smiles.,curls,yes,,{},Kerns curls his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns curls his hand and the doctor smiles.,curls,yes,,{},Kerns curls his hand and the doctor smiles.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.33.549-00.04.37.202,"Now, in a car's passenger seat, a blonde uses a vanity mirror to undo lipstick.",undo,yes,,{},"Now, in a car's passenger seat, a blonde uses a vanity mirror to undo lipstick.",,
