Title,Description,Keywords,e1_0,e2_0,relation_0,score_0,gold_triple_idx_0,readable_relation_0,e1_1,e2_1,relation_1,score_1,gold_triple_idx_1,readable_relation_1,e1_2,e2_2,relation_2,score_2,gold_triple_idx_2,readable_relation_2,e1_3,e2_3,relation_3,score_3,gold_triple_idx_3,readable_relation_3,e1_4,e2_4,relation_4,score_4,gold_triple_idx_4,readable_relation_4,e1_5,e2_5,relation_5,score_5,gold_triple_idx_5,readable_relation_5,e1_6,e2_6,relation_6,score_6,gold_triple_idx_6,readable_relation_6,e1_7,e2_7,relation_7,score_7,gold_triple_idx_7,readable_relation_7,e1_8,e2_8,relation_8,score_8,gold_triple_idx_8,readable_relation_8,e1_9,e2_9,relation_9,score_9,gold_triple_idx_9,readable_relation_9
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX starts crying,clumsy,xAttr,0.48401257,297,attributes of PersonX,PersonX starts crying,loud,xAttr,0.43038517,297,attributes of PersonX,PersonX starts crying,copyies,xAttr,0.40821534,297,attributes of PersonX,PersonX starts crying,weeping,xAttr,0.37486428,297,attributes of PersonX,PersonX starts crying,silly,xAttr,0.36753935,297,attributes of PersonX,PersonX starts crying,sensitive,xAttr,0.343718,297,attributes of PersonX,PersonX starts crying,to block y on facebook,xAttr,0.338439,297,attributes of PersonX,PersonX starts crying,crie,xAttr,0.3330147,297,attributes of PersonX,PersonX starts crying,rude,xAttr,0.32506487,297,attributes of PersonX,PersonX starts crying,funny,xAttr,0.31497377,297,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX meets the customer 's,helpful,oReact,0.3186965,97,reaction of others besides PersonX,PersonX meets the customer 's,happy,oReact,0.31217182,97,reaction of others besides PersonX,PersonX meets the customer 's,grateful,oReact,0.28572658,97,reaction of others besides PersonX,PersonX meets the customer 's,each other,oReact,0.27372742,97,reaction of others besides PersonX,PersonX meets the customer 's,i breath deeply in relief,oReact,0.2571188,97,reaction of others besides PersonX,PersonX meets the customer 's,the team is forced to pack up and go home as there are no other balls to play with,oReact,0.25355342,97,reaction of others besides PersonX,PersonX meets the customer 's,fabric supply stores may send email or other advertisements to PersonX to promote the selling of materials that PersonX needs to buy in order to make clothes,oReact,0.2495957,97,reaction of others besides PersonX,PersonX meets the customer 's,their life,oReact,0.24915925,97,reaction of others besides PersonX,PersonX meets the customer 's,b,oReact,0.24329321,97,reaction of others besides PersonX,PersonX meets the customer 's,PersonY's love,oReact,0.2262849,97,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX opens PersonY's eyes,helpful,oReact,0.49116775,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,afraid,oReact,0.44163278,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,relieved,oReact,0.39978147,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,noticed,oReact,0.3689471,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,type the text to message,oReact,0.32852864,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,angry,oReact,0.3120786,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,each other,oReact,0.3017309,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,grateful,oReact,0.2995243,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,scared,oReact,0.2824712,298,reaction of others besides PersonX,PersonX opens PersonY's eyes,to send another text to PersonX,oReact,0.26114765,298,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX makes  in PersonY's image,practice,xNeed,0.59783995,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,to practice,xNeed,0.5189938,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,to approach PersonY,xNeed,0.37509292,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,i breath deeply in relief,xNeed,0.33006424,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,creative,xNeed,0.31405824,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,to know PersonY,xNeed,0.3098713,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,anything they want,xNeed,0.29960546,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,money,xNeed,0.29902247,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,to approach someone,xNeed,0.29533872,98,"before the event, PersonX might need to",PersonX makes  in PersonY's image,their makeup,xNeed,0.2865544,98,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX represents another,to approach someone,xNeed,0.5133088,299,"before the event, PersonX might need to",PersonX represents another,each other,xNeed,0.3849071,299,"before the event, PersonX might need to",PersonX represents another,i breath deeply in relief,xNeed,0.34794995,299,"before the event, PersonX might need to",PersonX represents another,the crowd,xNeed,0.335271,299,"before the event, PersonX might need to",PersonX represents another,every moment,xNeed,0.32398367,299,"before the event, PersonX might need to",PersonX represents another,to approach PersonY,xNeed,0.28531158,299,"before the event, PersonX might need to",PersonX represents another,b,xNeed,0.28325018,299,"before the event, PersonX might need to",PersonX represents another,x has to update y on the changes in the system,xNeed,0.2732173,299,"before the event, PersonX might need to",PersonX represents another,their makeup,xNeed,0.27241915,299,"before the event, PersonX might need to",PersonX represents another,her again,xNeed,0.27087983,299,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX slowly worked  deep,diligent,xAttr,0.6522066,99,attributes of PersonX,PersonX slowly worked  deep,dedicated,xAttr,0.6466481,99,attributes of PersonX,PersonX slowly worked  deep,hardworking,xAttr,0.6216543,99,attributes of PersonX,PersonX slowly worked  deep,active,xAttr,0.59145004,99,attributes of PersonX,PersonX slowly worked  deep,persistent,xAttr,0.5329719,99,attributes of PersonX,PersonX slowly worked  deep,prepared,xAttr,0.51263165,99,attributes of PersonX,PersonX slowly worked  deep,strong,xAttr,0.4888006,99,attributes of PersonX,PersonX slowly worked  deep,motivated,xAttr,0.47455966,99,attributes of PersonX,PersonX slowly worked  deep,committed,xAttr,0.45577267,99,attributes of PersonX,PersonX slowly worked  deep,hard working,xAttr,0.44040403,99,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX talks to PersonY's friend,to approach PersonY,xNeed,0.6900155,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,to find PersonY,xNeed,0.4678178,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,to approach someone,xNeed,0.42411244,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,to talk to PersonY,xNeed,0.404018,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,find PersonY,xNeed,0.3810363,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,each other,xNeed,0.35416812,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,to call PersonY,xNeed,0.32312056,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,to know PersonY,xNeed,0.29890135,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,b,xNeed,0.28355524,300,"before the event, PersonX might need to",PersonX talks to PersonY's friend,them out of the apartment,xNeed,0.27803424,300,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX saves enough,to go to the store,xNeed,0.385871,301,"before the event, PersonX might need to",PersonX saves enough,to save money,xNeed,0.36496988,301,"before the event, PersonX might need to",PersonX saves enough,every moment,xNeed,0.31543294,301,"before the event, PersonX might need to",PersonX saves enough,a car,xNeed,0.30112392,301,"before the event, PersonX might need to",PersonX saves enough,i breath deeply in relief,xNeed,0.2887328,301,"before the event, PersonX might need to",PersonX saves enough,their virginity,xNeed,0.28768316,301,"before the event, PersonX might need to",PersonX saves enough,a lot of things,xNeed,0.2824767,301,"before the event, PersonX might need to",PersonX saves enough,their life,xNeed,0.2799066,301,"before the event, PersonX might need to",PersonX saves enough,their dress,xNeed,0.2782521,301,"before the event, PersonX might need to",PersonX saves enough,their makeup,xNeed,0.27319872,301,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX presses PersonY's body,to get away from PersonX,oWant,0.40400508,100,others besides PersonX might now want to,PersonX presses PersonY's body,to wonder what PersonX is doing,oWant,0.389264,100,others besides PersonX might now want to,PersonX presses PersonY's body,i breath deeply in relief,oWant,0.38431564,100,others besides PersonX might now want to,PersonX presses PersonY's body,to run away,oWant,0.36764473,100,others besides PersonX might now want to,PersonX presses PersonY's body,each other,oWant,0.35067308,100,others besides PersonX might now want to,PersonX presses PersonY's body,to interact,oWant,0.3475138,100,others besides PersonX might now want to,PersonX presses PersonY's body,to listen to PersonX,oWant,0.3442384,100,others besides PersonX might now want to,PersonX presses PersonY's body,to cry,oWant,0.32445672,100,others besides PersonX might now want to,PersonX presses PersonY's body,to laugh,oWant,0.3087447,100,others besides PersonX might now want to,PersonX presses PersonY's body,to thank PersonX,oWant,0.29903862,100,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX is soaking wet,careless,xAttr,0.4350968,302,attributes of PersonX,PersonX is soaking wet,craft,xAttr,0.4310574,302,attributes of PersonX,PersonX is soaking wet,clumsy,xAttr,0.39983502,302,attributes of PersonX,PersonX is soaking wet,active,xAttr,0.36628407,302,attributes of PersonX,PersonX is soaking wet,dirty,xAttr,0.36622432,302,attributes of PersonX,PersonX is soaking wet,carefree,xAttr,0.3267023,302,attributes of PersonX,PersonX is soaking wet,reckless,xAttr,0.31905946,302,attributes of PersonX,PersonX is soaking wet,crazy,xAttr,0.31397805,302,attributes of PersonX,PersonX is soaking wet,drunk,xAttr,0.3117767,302,attributes of PersonX,PersonX is soaking wet,dehydrated,xAttr,0.3042125,302,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX aces PersonX's interview,accomplished,xReact,0.7910711,303,reaction of PersonX,PersonX aces PersonX's interview,satisfied,xReact,0.5554472,303,reaction of PersonX,PersonX aces PersonX's interview,excited,xReact,0.5547666,303,reaction of PersonX,PersonX aces PersonX's interview,determined,xReact,0.34085894,303,reaction of PersonX,PersonX aces PersonX's interview,each other,xReact,0.32929322,303,reaction of PersonX,PersonX aces PersonX's interview,powerful,xReact,0.31686097,303,reaction of PersonX,PersonX aces PersonX's interview,hopeful,xReact,0.3138671,303,reaction of PersonX,PersonX aces PersonX's interview,her again,xReact,0.31301042,303,reaction of PersonX,PersonX aces PersonX's interview,their makeup,xReact,0.30872375,303,reaction of PersonX,PersonX aces PersonX's interview,PersonX back,xReact,0.30604392,303,reaction of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX persuades the  to accept,to approach someone,xNeed,0.66857773,101,"before the event, PersonX might need to",PersonX persuades the  to accept,to approach PersonY,xNeed,0.5183159,101,"before the event, PersonX might need to",PersonX persuades the  to accept,to assess the situation,xNeed,0.47849235,101,"before the event, PersonX might need to",PersonX persuades the  to accept,to talk to PersonY,xNeed,0.46042594,101,"before the event, PersonX might need to",PersonX persuades the  to accept,to be knowing y,xNeed,0.4330002,101,"before the event, PersonX might need to",PersonX persuades the  to accept,to convince him,xNeed,0.40261436,101,"before the event, PersonX might need to",PersonX persuades the  to accept,to find PersonY,xNeed,0.39104354,101,"before the event, PersonX might need to",PersonX persuades the  to accept,i breath deeply in relief,xNeed,0.37223732,101,"before the event, PersonX might need to",PersonX persuades the  to accept,to think of what to say,xNeed,0.36852342,101,"before the event, PersonX might need to",PersonX persuades the  to accept,to understand the situation,xNeed,0.3682238,101,"before the event, PersonX might need to"
